k,d,n,acc
63,3008,4096,0.9453125
63,3072,4096,0.9560546875
63,3136,4096,0.96484375
63,3200,4096,0.978515625
63,3264,4096,0.978515625
63,3328,4096,0.986328125
63,3392,4096,0.98828125
63,3456,4096,0.990234375
63,3520,4096,0.9912109375
63,3584,4096,0.9921875
63,3648,4096,0.9970703125
63,3712,4096,0.9912109375
63,3776,4096,0.99609375
63,3840,4096,0.9990234375
63,3904,4096,0.9990234375
63,3968,4096,1.0
63,4032,4096,0.9990234375
63,4096,4096,1.0
64,64,4096,0.0
64,128,4096,0.0
64,192,4096,0.0
64,256,4096,0.0
64,320,4096,0.0
64,384,4096,0.0
64,448,4096,0.0
64,512,4096,0.0
64,576,4096,0.0
64,640,4096,0.0
64,704,4096,0.0
64,768,4096,0.0
64,832,4096,0.0
64,896,4096,0.0
64,960,4096,0.0
64,1024,4096,0.0
64,1088,4096,0.0
64,1152,4096,0.0
64,1216,4096,0.0
64,1280,4096,0.0
64,1344,4096,0.001953125
64,1408,4096,0.001953125
64,1472,4096,0.0029296875
64,1536,4096,0.009765625
64,1600,4096,0.021484375
64,1664,4096,0.044921875
64,1728,4096,0.0810546875
64,1792,4096,0.0947265625
64,1856,4096,0.1484375
64,1920,4096,0.1923828125
64,1984,4096,0.267578125
64,2048,4096,0.298828125
64,2112,4096,0.3935546875
64,2176,4096,0.4638671875
64,2240,4096,0.5322265625
64,2304,4096,0.55078125
64,2368,4096,0.6123046875
64,2432,4096,0.6875
64,2496,4096,0.7373046875
64,2560,4096,0.7626953125
64,2624,4096,0.83203125
64,2688,4096,0.86328125
64,2752,4096,0.8740234375
64,2816,4096,0.890625
64,2880,4096,0.9033203125
64,2944,4096,0.9248046875
64,3008,4096,0.939453125
64,3072,4096,0.9619140625
64,3136,4096,0.95703125
64,3200,4096,0.9716796875
64,3264,4096,0.9736328125
64,3328,4096,0.98046875
64,3392,4096,0.9833984375
64,3456,4096,0.9912109375
64,3520,4096,0.994140625
64,3584,4096,0.994140625
64,3648,4096,0.9970703125
64,3712,4096,0.9951171875
64,3776,4096,0.99609375
64,3840,4096,0.998046875
64,3904,4096,0.998046875
64,3968,4096,0.9970703125
64,4032,4096,0.9990234375
64,4096,4096,0.9990234375
1,64,65536,1.0
1,128,65536,1.0
1,192,65536,1.0
1,256,65536,1.0
1,320,65536,1.0
1,384,65536,1.0
1,448,65536,1.0
1,512,65536,1.0
1,576,65536,1.0
1,640,65536,1.0
1,704,65536,1.0
1,768,65536,1.0
1,832,65536,1.0
1,896,65536,1.0
1,960,65536,1.0
1,1024,65536,1.0
1,1088,65536,1.0
1,1152,65536,1.0
1,1216,65536,1.0
1,1280,65536,1.0
1,1344,65536,1.0
1,1408,65536,1.0
1,1472,65536,1.0
1,1536,65536,1.0
1,1600,65536,1.0
1,1664,65536,1.0
1,1728,65536,1.0
1,1792,65536,1.0
1,1856,65536,1.0
1,1920,65536,1.0
1,1984,65536,1.0
1,2048,65536,1.0
1,2112,65536,1.0
1,2176,65536,1.0
1,2240,65536,1.0
1,2304,65536,1.0
1,2368,65536,1.0
1,2432,65536,1.0
1,2496,65536,1.0
1,2560,65536,1.0
1,2624,65536,1.0
1,2688,65536,1.0
1,2752,65536,1.0
1,2816,65536,1.0
1,2880,65536,1.0
1,2944,65536,1.0
1,3008,65536,1.0
1,3072,65536,1.0
1,3136,65536,1.0
1,3200,65536,1.0
1,3264,65536,1.0
1,3328,65536,1.0
1,3392,65536,1.0
1,3456,65536,1.0
1,3520,65536,1.0
1,3584,65536,1.0
1,3648,65536,1.0
1,3712,65536,1.0
1,3776,65536,1.0
1,3840,65536,1.0
1,3904,65536,1.0
1,3968,65536,1.0
1,4032,65536,1.0
1,4096,65536,1.0
2,64,65536,0.9990234375
2,128,65536,1.0
2,192,65536,1.0
2,256,65536,1.0
2,320,65536,1.0
2,384,65536,1.0
2,448,65536,1.0
2,512,65536,1.0
2,576,65536,1.0
2,640,65536,1.0
2,704,65536,1.0
2,768,65536,1.0
2,832,65536,1.0
2,896,65536,1.0
2,960,65536,1.0
2,1024,65536,1.0
2,1088,65536,1.0
2,1152,65536,1.0
2,1216,65536,1.0
2,1280,65536,1.0
2,1344,65536,1.0
2,1408,65536,1.0
2,1472,65536,1.0
2,1536,65536,1.0
2,1600,65536,1.0
2,1664,65536,1.0
2,1728,65536,1.0
2,1792,65536,1.0
2,1856,65536,1.0
2,1920,65536,1.0
2,1984,65536,1.0
2,2048,65536,1.0
2,2112,65536,1.0
2,2176,65536,1.0
2,2240,65536,1.0
2,2304,65536,1.0
2,2368,65536,1.0
2,2432,65536,1.0
2,2496,65536,1.0
2,2560,65536,1.0
2,2624,65536,1.0
2,2688,65536,1.0
2,2752,65536,1.0
2,2816,65536,1.0
2,2880,65536,1.0
2,2944,65536,1.0
2,3008,65536,1.0
2,3072,65536,1.0
2,3136,65536,1.0
2,3200,65536,1.0
2,3264,65536,1.0
2,3328,65536,1.0
2,3392,65536,1.0
2,3456,65536,1.0
2,3520,65536,1.0
2,3584,65536,1.0
2,3648,65536,1.0
2,3712,65536,1.0
2,3776,65536,1.0
2,3840,65536,1.0
2,3904,65536,1.0
2,3968,65536,1.0
2,4032,65536,1.0
2,4096,65536,1.0
3,64,65536,0.5390625
3,128,65536,0.9990234375
3,192,65536,1.0
3,256,65536,1.0
3,320,65536,1.0
3,384,65536,1.0
3,448,65536,1.0
3,512,65536,1.0
3,576,65536,1.0
3,640,65536,1.0
3,704,65536,1.0
3,768,65536,1.0
3,832,65536,1.0
3,896,65536,1.0
3,960,65536,1.0
3,1024,65536,1.0
3,1088,65536,1.0
3,1152,65536,1.0
3,1216,65536,1.0
3,1280,65536,1.0
3,1344,65536,1.0
3,1408,65536,1.0
3,1472,65536,1.0
3,1536,65536,1.0
3,1600,65536,1.0
3,1664,65536,1.0
3,1728,65536,1.0
3,1792,65536,1.0
3,1856,65536,1.0
3,1920,65536,1.0
3,1984,65536,1.0
3,2048,65536,1.0
3,2112,65536,1.0
3,2176,65536,1.0
3,2240,65536,1.0
3,2304,65536,1.0
3,2368,65536,1.0
3,2432,65536,1.0
3,2496,65536,1.0
3,2560,65536,1.0
3,2624,65536,1.0
3,2688,65536,1.0
3,2752,65536,1.0
3,2816,65536,1.0
3,2880,65536,1.0
3,2944,65536,1.0
3,3008,65536,1.0
3,3072,65536,1.0
3,3136,65536,1.0
3,3200,65536,1.0
3,3264,65536,1.0
3,3328,65536,1.0
3,3392,65536,1.0
3,3456,65536,1.0
3,3520,65536,1.0
3,3584,65536,1.0
3,3648,65536,1.0
3,3712,65536,1.0
3,3776,65536,1.0
3,3840,65536,1.0
3,3904,65536,1.0
3,3968,65536,1.0
3,4032,65536,1.0
3,4096,65536,1.0
4,64,65536,0.0654296875
4,128,65536,0.88671875
4,192,65536,1.0
4,256,65536,1.0
4,320,65536,1.0
4,384,65536,1.0
4,448,65536,1.0
4,512,65536,1.0
4,576,65536,1.0
4,640,65536,1.0
4,704,65536,1.0
4,768,65536,1.0
4,832,65536,1.0
4,896,65536,1.0
4,960,65536,1.0
4,1024,65536,1.0
4,1088,65536,1.0
4,1152,65536,1.0
4,1216,65536,1.0
4,1280,65536,1.0
4,1344,65536,1.0
4,1408,65536,1.0
4,1472,65536,1.0
4,1536,65536,1.0
4,1600,65536,1.0
4,1664,65536,1.0
4,1728,65536,1.0
4,1792,65536,1.0
4,1856,65536,1.0
4,1920,65536,1.0
4,1984,65536,1.0
4,2048,65536,1.0
4,2112,65536,1.0
4,2176,65536,1.0
4,2240,65536,1.0
4,2304,65536,1.0
4,2368,65536,1.0
4,2432,65536,1.0
4,2496,65536,1.0
4,2560,65536,1.0
4,2624,65536,1.0
4,2688,65536,1.0
4,2752,65536,1.0
4,2816,65536,1.0
4,2880,65536,1.0
4,2944,65536,1.0
4,3008,65536,1.0
4,3072,65536,1.0
4,3136,65536,1.0
4,3200,65536,1.0
4,3264,65536,1.0
4,3328,65536,1.0
4,3392,65536,1.0
4,3456,65536,1.0
4,3520,65536,1.0
4,3584,65536,1.0
4,3648,65536,1.0
4,3712,65536,1.0
4,3776,65536,1.0
4,3840,65536,1.0
4,3904,65536,1.0
4,3968,65536,1.0
4,4032,65536,1.0
4,4096,65536,1.0
5,64,65536,0.001953125
5,128,65536,0.5068359375
5,192,65536,0.9521484375
5,256,65536,0.9990234375
5,320,65536,1.0
5,384,65536,1.0
5,448,65536,1.0
5,512,65536,1.0
5,576,65536,1.0
5,640,65536,1.0
5,704,65536,1.0
5,768,65536,1.0
5,832,65536,1.0
5,896,65536,1.0
5,960,65536,1.0
5,1024,65536,1.0
5,1088,65536,1.0
5,1152,65536,1.0
5,1216,65536,1.0
5,1280,65536,1.0
5,1344,65536,1.0
5,1408,65536,1.0
5,1472,65536,1.0
5,1536,65536,1.0
5,1600,65536,1.0
5,1664,65536,1.0
5,1728,65536,1.0
5,1792,65536,1.0
5,1856,65536,1.0
5,1920,65536,1.0
5,1984,65536,1.0
5,2048,65536,1.0
5,2112,65536,1.0
5,2176,65536,1.0
5,2240,65536,1.0
5,2304,65536,1.0
5,2368,65536,1.0
5,2432,65536,1.0
5,2496,65536,1.0
5,2560,65536,1.0
5,2624,65536,1.0
5,2688,65536,1.0
5,2752,65536,1.0
5,2816,65536,1.0
5,2880,65536,1.0
5,2944,65536,1.0
5,3008,65536,1.0
5,3072,65536,1.0
5,3136,65536,1.0
5,3200,65536,1.0
5,3264,65536,1.0
5,3328,65536,1.0
5,3392,65536,1.0
5,3456,65536,1.0
5,3520,65536,1.0
5,3584,65536,1.0
5,3648,65536,1.0
5,3712,65536,1.0
5,3776,65536,1.0
5,3840,65536,1.0
5,3904,65536,1.0
5,3968,65536,1.0
5,4032,65536,1.0
5,4096,65536,1.0
6,64,65536,0.0
6,128,65536,0.1279296875
6,192,65536,0.755859375
6,256,65536,0.9658203125
6,320,65536,1.0
6,384,65536,1.0
6,448,65536,1.0
6,512,65536,1.0
6,576,65536,1.0
6,640,65536,1.0
6,704,65536,1.0
6,768,65536,1.0
6,832,65536,1.0
6,896,65536,1.0
6,960,65536,1.0
6,1024,65536,1.0
6,1088,65536,1.0
6,1152,65536,1.0
6,1216,65536,1.0
6,1280,65536,1.0
6,1344,65536,1.0
6,1408,65536,1.0
6,1472,65536,1.0
6,1536,65536,1.0
6,1600,65536,1.0
6,1664,65536,1.0
6,1728,65536,1.0
6,1792,65536,1.0
6,1856,65536,1.0
6,1920,65536,1.0
6,1984,65536,1.0
6,2048,65536,1.0
6,2112,65536,1.0
6,2176,65536,1.0
6,2240,65536,1.0
6,2304,65536,1.0
6,2368,65536,1.0
6,2432,65536,1.0
6,2496,65536,1.0
6,2560,65536,1.0
6,2624,65536,1.0
6,2688,65536,1.0
6,2752,65536,1.0
6,2816,65536,1.0
6,2880,65536,1.0
6,2944,65536,1.0
6,3008,65536,1.0
6,3072,65536,1.0
6,3136,65536,1.0
6,3200,65536,1.0
6,3264,65536,1.0
6,3328,65536,1.0
6,3392,65536,1.0
6,3456,65536,1.0
6,3520,65536,1.0
6,3584,65536,1.0
6,3648,65536,1.0
6,3712,65536,1.0
6,3776,65536,1.0
6,3840,65536,1.0
6,3904,65536,1.0
6,3968,65536,1.0
6,4032,65536,1.0
6,4096,65536,1.0
7,64,65536,0.0
7,128,65536,0.0185546875
7,192,65536,0.404296875
7,256,65536,0.8505859375
7,320,65536,0.9765625
7,384,65536,0.9951171875
7,448,65536,1.0
7,512,65536,1.0
7,576,65536,1.0
7,640,65536,1.0
7,704,65536,1.0
7,768,65536,1.0
7,832,65536,1.0
7,896,65536,1.0
7,960,65536,1.0
7,1024,65536,1.0
7,1088,65536,1.0
7,1152,65536,1.0
7,1216,65536,1.0
7,1280,65536,1.0
7,1344,65536,1.0
7,1408,65536,1.0
7,1472,65536,1.0
7,1536,65536,1.0
7,1600,65536,1.0
7,1664,65536,1.0
7,1728,65536,1.0
7,1792,65536,1.0
7,1856,65536,1.0
7,1920,65536,1.0
7,1984,65536,1.0
7,2048,65536,1.0
7,2112,65536,1.0
7,2176,65536,1.0
7,2240,65536,1.0
7,2304,65536,1.0
7,2368,65536,1.0
7,2432,65536,1.0
7,2496,65536,1.0
7,2560,65536,1.0
7,2624,65536,1.0
7,2688,65536,1.0
7,2752,65536,1.0
7,2816,65536,1.0
7,2880,65536,1.0
7,2944,65536,1.0
7,3008,65536,1.0
7,3072,65536,1.0
7,3136,65536,1.0
7,3200,65536,1.0
7,3264,65536,1.0
7,3328,65536,1.0
7,3392,65536,1.0
7,3456,65536,1.0
7,3520,65536,1.0
7,3584,65536,1.0
7,3648,65536,1.0
7,3712,65536,1.0
7,3776,65536,1.0
7,3840,65536,1.0
7,3904,65536,1.0
7,3968,65536,1.0
7,4032,65536,1.0
7,4096,65536,1.0
8,64,65536,0.0
8,128,65536,0.00390625
8,192,65536,0.1435546875
8,256,65536,0.63671875
8,320,65536,0.91015625
8,384,65536,0.984375
8,448,65536,1.0
8,512,65536,1.0
8,576,65536,1.0
8,640,65536,1.0
8,704,65536,1.0
8,768,65536,1.0
8,832,65536,1.0
8,896,65536,1.0
8,960,65536,1.0
8,1024,65536,1.0
8,1088,65536,1.0
8,1152,65536,1.0
8,1216,65536,1.0
8,1280,65536,1.0
8,1344,65536,1.0
8,1408,65536,1.0
8,1472,65536,1.0
8,1536,65536,1.0
8,1600,65536,1.0
8,1664,65536,1.0
8,1728,65536,1.0
8,1792,65536,1.0
8,1856,65536,1.0
8,1920,65536,1.0
8,1984,65536,1.0
8,2048,65536,1.0
8,2112,65536,1.0
8,2176,65536,1.0
8,2240,65536,1.0
8,2304,65536,1.0
8,2368,65536,1.0
8,2432,65536,1.0
8,2496,65536,1.0
8,2560,65536,1.0
8,2624,65536,1.0
8,2688,65536,1.0
8,2752,65536,1.0
8,2816,65536,1.0
8,2880,65536,1.0
8,2944,65536,1.0
8,3008,65536,1.0
8,3072,65536,1.0
8,3136,65536,1.0
8,3200,65536,1.0
8,3264,65536,1.0
8,3328,65536,1.0
8,3392,65536,1.0
8,3456,65536,1.0
8,3520,65536,1.0
8,3584,65536,1.0
8,3648,65536,1.0
8,3712,65536,1.0
8,3776,65536,1.0
8,3840,65536,1.0
8,3904,65536,1.0
8,3968,65536,1.0
8,4032,65536,1.0
8,4096,65536,1.0
9,64,65536,0.0
9,128,65536,0.0
9,192,65536,0.0361328125
9,256,65536,0.373046875
9,320,65536,0.7607421875
9,384,65536,0.9443359375
9,448,65536,0.9912109375
9,512,65536,0.9990234375
9,576,65536,0.9990234375
9,640,65536,1.0
9,704,65536,1.0
9,768,65536,1.0
9,832,65536,1.0
9,896,65536,1.0
9,960,65536,1.0
9,1024,65536,1.0
9,1088,65536,1.0
9,1152,65536,1.0
9,1216,65536,1.0
9,1280,65536,1.0
9,1344,65536,1.0
9,1408,65536,1.0
9,1472,65536,1.0
9,1536,65536,1.0
9,1600,65536,1.0
9,1664,65536,1.0
9,1728,65536,1.0
9,1792,65536,1.0
9,1856,65536,1.0
9,1920,65536,1.0
9,1984,65536,1.0
9,2048,65536,1.0
9,2112,65536,1.0
9,2176,65536,1.0
9,2240,65536,1.0
9,2304,65536,1.0
9,2368,65536,1.0
9,2432,65536,1.0
9,2496,65536,1.0
9,2560,65536,1.0
9,2624,65536,1.0
9,2688,65536,1.0
9,2752,65536,1.0
9,2816,65536,1.0
9,2880,65536,1.0
9,2944,65536,1.0
9,3008,65536,1.0
9,3072,65536,1.0
9,3136,65536,1.0
9,3200,65536,1.0
9,3264,65536,1.0
9,3328,65536,1.0
9,3392,65536,1.0
9,3456,65536,1.0
9,3520,65536,1.0
9,3584,65536,1.0
9,3648,65536,1.0
9,3712,65536,1.0
9,3776,65536,1.0
9,3840,65536,1.0
9,3904,65536,1.0
9,3968,65536,1.0
9,4032,65536,1.0
9,4096,65536,1.0
10,64,65536,0.0
10,128,65536,0.0
10,192,65536,0.0029296875
10,256,65536,0.15234375
10,320,65536,0.54296875
10,384,65536,0.8310546875
10,448,65536,0.95703125
10,512,65536,0.9921875
10,576,65536,0.99609375
10,640,65536,0.9990234375
10,704,65536,0.9990234375
10,768,65536,1.0
10,832,65536,1.0
10,896,65536,1.0
10,960,65536,1.0
10,1024,65536,1.0
10,1088,65536,1.0
10,1152,65536,1.0
10,1216,65536,1.0
10,1280,65536,1.0
10,1344,65536,1.0
10,1408,65536,1.0
10,1472,65536,1.0
10,1536,65536,1.0
10,1600,65536,1.0
10,1664,65536,1.0
10,1728,65536,1.0
10,1792,65536,1.0
10,1856,65536,1.0
10,1920,65536,1.0
10,1984,65536,1.0
10,2048,65536,1.0
10,2112,65536,1.0
10,2176,65536,1.0
10,2240,65536,1.0
10,2304,65536,1.0
10,2368,65536,1.0
10,2432,65536,1.0
10,2496,65536,1.0
10,2560,65536,1.0
10,2624,65536,1.0
10,2688,65536,1.0
10,2752,65536,1.0
10,2816,65536,1.0
10,2880,65536,1.0
10,2944,65536,1.0
10,3008,65536,1.0
10,3072,65536,1.0
10,3136,65536,1.0
10,3200,65536,1.0
10,3264,65536,1.0
10,3328,65536,1.0
10,3392,65536,1.0
10,3456,65536,1.0
10,3520,65536,1.0
10,3584,65536,1.0
10,3648,65536,1.0
10,3712,65536,1.0
10,3776,65536,1.0
10,3840,65536,1.0
10,3904,65536,1.0
10,3968,65536,1.0
10,4032,65536,1.0
10,4096,65536,1.0
11,64,65536,0.0
11,128,65536,0.0
11,192,65536,0.0009765625
11,256,65536,0.048828125
11,320,65536,0.3203125
11,384,65536,0.63671875
11,448,65536,0.8486328125
11,512,65536,0.9599609375
11,576,65536,0.986328125
11,640,65536,0.998046875
11,704,65536,0.9990234375
11,768,65536,1.0
11,832,65536,1.0
11,896,65536,1.0
11,960,65536,1.0
11,1024,65536,1.0
11,1088,65536,1.0
11,1152,65536,1.0
11,1216,65536,1.0
11,1280,65536,1.0
11,1344,65536,1.0
11,1408,65536,1.0
11,1472,65536,1.0
11,1536,65536,1.0
11,1600,65536,1.0
11,1664,65536,1.0
11,1728,65536,1.0
11,1792,65536,1.0
11,1856,65536,1.0
11,1920,65536,1.0
11,1984,65536,1.0
11,2048,65536,1.0
11,2112,65536,1.0
11,2176,65536,1.0
11,2240,65536,1.0
11,2304,65536,1.0
11,2368,65536,1.0
11,2432,65536,1.0
11,2496,65536,1.0
11,2560,65536,1.0
11,2624,65536,1.0
11,2688,65536,1.0
11,2752,65536,1.0
11,2816,65536,1.0
11,2880,65536,1.0
11,2944,65536,1.0
11,3008,65536,1.0
11,3072,65536,1.0
11,3136,65536,1.0
11,3200,65536,1.0
11,3264,65536,1.0
11,3328,65536,1.0
11,3392,65536,1.0
11,3456,65536,1.0
11,3520,65536,1.0
11,3584,65536,1.0
11,3648,65536,1.0
11,3712,65536,1.0
11,3776,65536,1.0
11,3840,65536,1.0
11,3904,65536,1.0
11,3968,65536,1.0
11,4032,65536,1.0
11,4096,65536,1.0
12,64,65536,0.0
12,128,65536,0.0
12,192,65536,0.0
12,256,65536,0.0087890625
12,320,65536,0.171875
12,384,65536,0.427734375
12,448,65536,0.7412109375
12,512,65536,0.8984375
12,576,65536,0.9677734375
12,640,65536,0.9931640625
12,704,65536,0.9970703125
12,768,65536,1.0
12,832,65536,1.0
12,896,65536,1.0
12,960,65536,1.0
12,1024,65536,1.0
12,1088,65536,1.0
12,1152,65536,1.0
12,1216,65536,1.0
12,1280,65536,1.0
12,1344,65536,1.0
12,1408,65536,1.0
12,1472,65536,1.0
12,1536,65536,1.0
12,1600,65536,1.0
12,1664,65536,1.0
12,1728,65536,1.0
12,1792,65536,1.0
12,1856,65536,1.0
12,1920,65536,1.0
12,1984,65536,1.0
12,2048,65536,1.0
12,2112,65536,1.0
12,2176,65536,1.0
12,2240,65536,1.0
12,2304,65536,1.0
12,2368,65536,1.0
12,2432,65536,1.0
12,2496,65536,1.0
12,2560,65536,1.0
12,2624,65536,1.0
12,2688,65536,1.0
12,2752,65536,1.0
12,2816,65536,1.0
12,2880,65536,1.0
12,2944,65536,1.0
12,3008,65536,1.0
12,3072,65536,1.0
12,3136,65536,1.0
12,3200,65536,1.0
12,3264,65536,1.0
12,3328,65536,1.0
12,3392,65536,1.0
12,3456,65536,1.0
12,3520,65536,1.0
12,3584,65536,1.0
12,3648,65536,1.0
12,3712,65536,1.0
12,3776,65536,1.0
12,3840,65536,1.0
12,3904,65536,1.0
12,3968,65536,1.0
12,4032,65536,1.0
12,4096,65536,1.0
13,64,65536,0.0
13,128,65536,0.0
13,192,65536,0.0
13,256,65536,0.0009765625
13,320,65536,0.0615234375
13,384,65536,0.27734375
13,448,65536,0.5703125
13,512,65536,0.7978515625
13,576,65536,0.9169921875
13,640,65536,0.970703125
13,704,65536,0.990234375
13,768,65536,0.99609375
13,832,65536,1.0
13,896,65536,1.0
13,960,65536,1.0
13,1024,65536,1.0
13,1088,65536,1.0
13,1152,65536,1.0
13,1216,65536,1.0
13,1280,65536,1.0
13,1344,65536,1.0
13,1408,65536,1.0
13,1472,65536,1.0
13,1536,65536,1.0
13,1600,65536,1.0
13,1664,65536,1.0
13,1728,65536,1.0
13,1792,65536,1.0
13,1856,65536,1.0
13,1920,65536,1.0
13,1984,65536,1.0
13,2048,65536,1.0
13,2112,65536,1.0
13,2176,65536,1.0
13,2240,65536,1.0
13,2304,65536,1.0
13,2368,65536,1.0
13,2432,65536,1.0
13,2496,65536,1.0
13,2560,65536,1.0
13,2624,65536,1.0
13,2688,65536,1.0
13,2752,65536,1.0
13,2816,65536,1.0
13,2880,65536,1.0
13,2944,65536,1.0
13,3008,65536,1.0
13,3072,65536,1.0
13,3136,65536,1.0
13,3200,65536,1.0
13,3264,65536,1.0
13,3328,65536,1.0
13,3392,65536,1.0
13,3456,65536,1.0
13,3520,65536,1.0
13,3584,65536,1.0
13,3648,65536,1.0
13,3712,65536,1.0
13,3776,65536,1.0
13,3840,65536,1.0
13,3904,65536,1.0
13,3968,65536,1.0
13,4032,65536,1.0
13,4096,65536,1.0
14,64,65536,0.0
14,128,65536,0.0
14,192,65536,0.0
14,256,65536,0.0
14,320,65536,0.017578125
14,384,65536,0.123046875
14,448,65536,0.3837890625
14,512,65536,0.6357421875
14,576,65536,0.8330078125
14,640,65536,0.9267578125
14,704,65536,0.9736328125
14,768,65536,0.990234375
14,832,65536,0.99609375
14,896,65536,0.9990234375
14,960,65536,1.0
14,1024,65536,1.0
14,1088,65536,1.0
14,1152,65536,1.0
14,1216,65536,1.0
14,1280,65536,1.0
14,1344,65536,1.0
14,1408,65536,1.0
14,1472,65536,1.0
14,1536,65536,1.0
14,1600,65536,1.0
14,1664,65536,1.0
14,1728,65536,1.0
14,1792,65536,1.0
14,1856,65536,1.0
14,1920,65536,1.0
14,1984,65536,1.0
14,2048,65536,1.0
14,2112,65536,1.0
14,2176,65536,1.0
14,2240,65536,1.0
14,2304,65536,1.0
14,2368,65536,1.0
14,2432,65536,1.0
14,2496,65536,1.0
14,2560,65536,1.0
14,2624,65536,1.0
14,2688,65536,1.0
14,2752,65536,1.0
14,2816,65536,1.0
14,2880,65536,1.0
14,2944,65536,1.0
14,3008,65536,1.0
14,3072,65536,1.0
14,3136,65536,1.0
14,3200,65536,1.0
14,3264,65536,1.0
14,3328,65536,1.0
14,3392,65536,1.0
14,3456,65536,1.0
14,3520,65536,1.0
14,3584,65536,1.0
14,3648,65536,1.0
14,3712,65536,1.0
14,3776,65536,1.0
14,3840,65536,1.0
14,3904,65536,1.0
14,3968,65536,1.0
14,4032,65536,1.0
14,4096,65536,1.0
15,64,65536,0.0
15,128,65536,0.0
15,192,65536,0.0
15,256,65536,0.0
15,320,65536,0.0009765625
15,384,65536,0.0546875
15,448,65536,0.2255859375
15,512,65536,0.4794921875
15,576,65536,0.7021484375
15,640,65536,0.8583984375
15,704,65536,0.935546875
15,768,65536,0.978515625
15,832,65536,0.98828125
15,896,65536,0.998046875
15,960,65536,1.0
15,1024,65536,1.0
15,1088,65536,1.0
15,1152,65536,1.0
15,1216,65536,1.0
15,1280,65536,1.0
15,1344,65536,1.0
15,1408,65536,1.0
15,1472,65536,1.0
15,1536,65536,1.0
15,1600,65536,1.0
15,1664,65536,1.0
15,1728,65536,1.0
15,1792,65536,1.0
15,1856,65536,1.0
15,1920,65536,1.0
15,1984,65536,1.0
15,2048,65536,1.0
15,2112,65536,1.0
15,2176,65536,1.0
15,2240,65536,1.0
15,2304,65536,1.0
15,2368,65536,1.0
15,2432,65536,1.0
15,2496,65536,1.0
15,2560,65536,1.0
15,2624,65536,1.0
15,2688,65536,1.0
15,2752,65536,1.0
15,2816,65536,1.0
15,2880,65536,1.0
15,2944,65536,1.0
15,3008,65536,1.0
15,3072,65536,1.0
15,3136,65536,1.0
15,3200,65536,1.0
15,3264,65536,1.0
15,3328,65536,1.0
15,3392,65536,1.0
15,3456,65536,1.0
15,3520,65536,1.0
15,3584,65536,1.0
15,3648,65536,1.0
15,3712,65536,1.0
15,3776,65536,1.0
15,3840,65536,1.0
15,3904,65536,1.0
15,3968,65536,1.0
15,4032,65536,1.0
15,4096,65536,1.0
16,64,65536,0.0
16,128,65536,0.0
16,192,65536,0.0
16,256,65536,0.0
16,320,65536,0.0009765625
16,384,65536,0.0146484375
16,448,65536,0.1123046875
16,512,65536,0.326171875
16,576,65536,0.5498046875
16,640,65536,0.7626953125
16,704,65536,0.876953125
16,768,65536,0.9423828125
16,832,65536,0.978515625
16,896,65536,0.990234375
16,960,65536,0.9970703125
16,1024,65536,0.9990234375
16,1088,65536,1.0
16,1152,65536,1.0
16,1216,65536,1.0
16,1280,65536,1.0
16,1344,65536,1.0
16,1408,65536,1.0
16,1472,65536,1.0
16,1536,65536,1.0
16,1600,65536,1.0
16,1664,65536,1.0
16,1728,65536,1.0
16,1792,65536,1.0
16,1856,65536,1.0
16,1920,65536,1.0
16,1984,65536,1.0
16,2048,65536,1.0
16,2112,65536,1.0
16,2176,65536,1.0
16,2240,65536,1.0
16,2304,65536,1.0
16,2368,65536,1.0
16,2432,65536,1.0
16,2496,65536,1.0
16,2560,65536,1.0
16,2624,65536,1.0
16,2688,65536,1.0
16,2752,65536,1.0
16,2816,65536,1.0
16,2880,65536,1.0
16,2944,65536,1.0
16,3008,65536,1.0
16,3072,65536,1.0
16,3136,65536,1.0
16,3200,65536,1.0
16,3264,65536,1.0
16,3328,65536,1.0
16,3392,65536,1.0
16,3456,65536,1.0
16,3520,65536,1.0
16,3584,65536,1.0
16,3648,65536,1.0
16,3712,65536,1.0
16,3776,65536,1.0
16,3840,65536,1.0
16,3904,65536,1.0
16,3968,65536,1.0
16,4032,65536,1.0
16,4096,65536,1.0
17,64,65536,0.0
17,128,65536,0.0
17,192,65536,0.0
17,256,65536,0.0
17,320,65536,0.0
17,384,65536,0.005859375
17,448,65536,0.0537109375
17,512,65536,0.2060546875
17,576,65536,0.458984375
17,640,65536,0.6484375
17,704,65536,0.8154296875
17,768,65536,0.9033203125
17,832,65536,0.9453125
17,896,65536,0.978515625
17,960,65536,0.9921875
17,1024,65536,0.9970703125
17,1088,65536,0.9970703125
17,1152,65536,0.9970703125
17,1216,65536,1.0
17,1280,65536,1.0
17,1344,65536,1.0
17,1408,65536,1.0
17,1472,65536,1.0
17,1536,65536,1.0
17,1600,65536,1.0
17,1664,65536,1.0
17,1728,65536,1.0
17,1792,65536,1.0
17,1856,65536,1.0
17,1920,65536,1.0
17,1984,65536,1.0
17,2048,65536,1.0
17,2112,65536,1.0
17,2176,65536,1.0
17,2240,65536,1.0
17,2304,65536,1.0
17,2368,65536,1.0
17,2432,65536,1.0
17,2496,65536,1.0
17,2560,65536,1.0
17,2624,65536,1.0
17,2688,65536,1.0
17,2752,65536,1.0
17,2816,65536,1.0
17,2880,65536,1.0
17,2944,65536,1.0
17,3008,65536,1.0
