d,n,k,errs
188,65536,60,48
212,65536,60,41
380,65536,80,61
236,65536,60,49
404,65536,80,70
260,65536,60,46
284,65536,60,44
428,65536,80,61
308,65536,60,44
452,65536,80,69
332,65536,60,44
476,65536,80,60
356,65536,60,41
380,65536,60,41
500,65536,80,61
404,65536,60,28
524,65536,80,62
428,65536,60,31
548,65536,80,61
452,65536,60,7
476,65536,60,0
500,65536,60,8
572,65536,80,8
524,65536,60,0
596,65536,80,0
548,65536,60,0
620,65536,80,0
572,65536,60,0
644,65536,80,0
596,65536,60,0
620,65536,60,0
668,65536,80,0
692,65536,80,0
644,65536,60,0
668,65536,60,0
692,65536,60,0
716,65536,80,0
716,65536,60,0
740,65536,80,0
740,65536,60,0
764,65536,60,0
764,65536,80,0
788,65536,60,0
788,65536,80,0
812,65536,60,0
812,65536,80,0
836,65536,60,0
836,65536,80,0
860,65536,60,0
884,65536,60,0
860,65536,80,0
908,65536,60,0
884,65536,80,0
932,65536,60,0
908,65536,80,0
956,65536,60,0
932,65536,80,0
980,65536,60,0
956,65536,80,0
1004,65536,60,0
20,65536,62,39
44,65536,62,32
68,65536,62,25
92,65536,62,28
116,65536,62,29
980,65536,80,0
140,65536,62,35
164,65536,62,43
1004,65536,80,0
20,65536,82,52
44,65536,82,38
68,65536,82,52
92,65536,82,47
188,65536,62,46
116,65536,82,56
140,65536,82,40
212,65536,62,44
164,65536,82,56
236,65536,62,46
188,65536,82,60
260,65536,62,52
212,65536,82,52
284,65536,62,41
236,65536,82,71
260,65536,82,74
308,65536,62,49
284,65536,82,61
332,65536,62,52
308,65536,82,73
356,65536,62,48
332,65536,82,70
380,65536,62,51
356,65536,82,64
404,65536,62,43
380,65536,82,68
428,65536,62,29
404,65536,82,65
452,65536,62,32
428,65536,82,76
476,65536,62,37
452,65536,82,72
500,65536,62,0
524,65536,62,0
548,65536,62,2
476,65536,82,60
572,65536,62,0
500,65536,82,65
596,65536,62,0
620,65536,62,0
524,65536,82,61
644,65536,62,0
668,65536,62,0
548,65536,82,61
692,65536,62,0
572,65536,82,7
716,65536,62,0
740,65536,62,0
596,65536,82,15
764,65536,62,0
788,65536,62,0
812,65536,62,0
620,65536,82,60
836,65536,62,0
644,65536,82,0
860,65536,62,0
668,65536,82,0
884,65536,62,0
908,65536,62,0
692,65536,82,0
932,65536,62,0
716,65536,82,0
956,65536,62,0
980,65536,62,0
740,65536,82,0
1004,65536,62,0
20,65536,64,52
44,65536,64,41
68,65536,64,26
92,65536,64,26
764,65536,82,0
116,65536,64,27
140,65536,64,45
788,65536,82,0
164,65536,64,48
812,65536,82,0
188,65536,64,47
836,65536,82,0
212,65536,64,45
860,65536,82,0
236,65536,64,49
884,65536,82,0
260,65536,64,52
908,65536,82,0
932,65536,82,0
284,65536,64,54
956,65536,82,0
308,65536,64,52
980,65536,82,0
1004,65536,82,0
20,65536,84,56
44,65536,84,54
332,65536,64,45
68,65536,84,44
92,65536,84,47
116,65536,84,34
356,65536,64,50
140,65536,84,64
164,65536,84,60
380,65536,64,55
188,65536,84,60
212,65536,84,71
404,65536,64,55
236,65536,84,71
428,65536,64,42
260,65536,84,66
284,65536,84,72
452,65536,64,48
308,65536,84,72
476,65536,64,39
332,65536,84,67
500,65536,64,7
524,65536,64,0
356,65536,84,71
548,65536,64,0
572,65536,64,0
380,65536,84,73
596,65536,64,0
404,65536,84,78
620,65536,64,0
644,65536,64,0
428,65536,84,75
668,65536,64,0
692,65536,64,0
452,65536,84,73
716,65536,64,0
740,65536,64,0
764,65536,64,0
476,65536,84,74
788,65536,64,0
500,65536,84,54
812,65536,64,0
836,65536,64,0
860,65536,64,0
524,65536,84,62
884,65536,64,0
908,65536,64,0
548,65536,84,51
932,65536,64,0
956,65536,64,0
572,65536,84,62
980,65536,64,0
596,65536,84,0
1004,65536,64,0
20,65536,66,43
44,65536,66,39
68,65536,66,28
92,65536,66,39
116,65536,66,30
140,65536,66,47
620,65536,84,50
164,65536,66,54
188,65536,66,55
644,65536,84,46
668,65536,84,0
212,65536,66,42
692,65536,84,0
236,65536,66,45
716,65536,84,0
260,65536,66,49
284,65536,66,51
740,65536,84,0
308,65536,66,47
764,65536,84,0
332,65536,66,59
788,65536,84,0
356,65536,66,55
812,65536,84,0
836,65536,84,0
380,65536,66,53
860,65536,84,0
884,65536,84,0
404,65536,66,50
908,65536,84,0
428,65536,66,49
932,65536,84,0
956,65536,84,0
452,65536,66,57
980,65536,84,0
476,65536,66,4
1004,65536,84,0
20,65536,86,60
44,65536,86,51
68,65536,86,52
92,65536,86,48
500,65536,66,27
116,65536,86,55
140,65536,86,44
524,65536,66,0
164,65536,86,66
548,65536,66,2
188,65536,86,62
572,65536,66,1
212,65536,86,65
596,65536,66,0
236,65536,86,71
260,65536,86,79
620,65536,66,0
644,65536,66,0
284,65536,86,78
668,65536,66,0
308,65536,86,76
692,65536,66,0
332,65536,86,74
716,65536,66,0
356,65536,86,75
740,65536,66,0
764,65536,66,0
380,65536,86,80
788,65536,66,0
812,65536,66,0
404,65536,86,77
836,65536,66,0
860,65536,66,0
428,65536,86,75
884,65536,66,0
908,65536,66,0
452,65536,86,69
932,65536,66,0
956,65536,66,0
476,65536,86,72
980,65536,66,0
1004,65536,66,0
20,65536,68,33
44,65536,68,36
68,65536,68,30
92,65536,68,29
116,65536,68,29
500,65536,86,77
140,65536,68,43
164,65536,68,52
524,65536,86,62
188,65536,68,39
212,65536,68,56
236,65536,68,61
548,65536,86,72
260,65536,68,57
284,65536,68,49
572,65536,86,37
308,65536,68,54
332,65536,68,50
596,65536,86,56
356,65536,68,56
620,65536,86,58
380,65536,68,54
644,65536,86,0
404,65536,68,54
668,65536,86,15
692,65536,86,0
428,65536,68,45
716,65536,86,0
740,65536,86,0
452,65536,68,49
764,65536,86,0
476,65536,68,31
788,65536,86,0
500,65536,68,16
524,65536,68,0
812,65536,86,0
548,65536,68,0
836,65536,86,0
572,65536,68,1
860,65536,86,0
884,65536,86,0
596,65536,68,0
908,65536,86,0
620,65536,68,0
932,65536,86,0
644,65536,68,0
956,65536,86,0
668,65536,68,0
980,65536,86,0
1004,65536,86,0
692,65536,68,0
20,65536,88,58
44,65536,88,54
68,65536,88,35
92,65536,88,34
716,65536,68,0
116,65536,88,64
140,65536,88,66
740,65536,68,0
164,65536,88,64
764,65536,68,0
188,65536,88,74
788,65536,68,0
212,65536,88,62
812,65536,68,0
836,65536,68,0
236,65536,88,67
860,65536,68,0
260,65536,88,74
884,65536,68,0
284,65536,88,76
908,65536,68,0
932,65536,68,0
308,65536,88,79
956,65536,68,0
980,65536,68,0
332,65536,88,77
1004,65536,68,0
20,65536,70,44
44,65536,70,42
68,65536,70,38
356,65536,88,71
92,65536,70,36
116,65536,70,41
380,65536,88,77
140,65536,70,47
164,65536,70,48
404,65536,88,77
188,65536,70,49
212,65536,70,49
428,65536,88,76
236,65536,70,53
452,65536,88,71
260,65536,70,54
284,65536,70,53
476,65536,88,74
308,65536,70,64
500,65536,88,74
332,65536,70,54
356,65536,70,49
524,65536,88,79
380,65536,70,56
548,65536,88,55
404,65536,70,56
572,65536,88,51
428,65536,70,58
596,65536,88,39
452,65536,70,53
476,65536,70,44
620,65536,88,11
644,65536,88,0
500,65536,70,44
668,65536,88,1
524,65536,70,0
692,65536,88,0
548,65536,70,0
716,65536,88,0
572,65536,70,4
596,65536,70,0
740,65536,88,0
620,65536,70,0
764,65536,88,0
644,65536,70,0
788,65536,88,0
668,65536,70,0
812,65536,88,0
692,65536,70,0
836,65536,88,0
716,65536,70,0
860,65536,88,0
740,65536,70,0
884,65536,88,0
764,65536,70,0
908,65536,88,0
788,65536,70,0
932,65536,88,0
812,65536,70,0
956,65536,88,0
836,65536,70,0
980,65536,88,0
860,65536,70,0
1004,65536,88,0
20,65536,90,62
44,65536,90,67
68,65536,90,46
884,65536,70,0
92,65536,90,46
116,65536,90,51
908,65536,70,0
140,65536,90,65
932,65536,70,0
164,65536,90,58
956,65536,70,0
188,65536,90,76
980,65536,70,0
1004,65536,70,0
20,65536,72,51
44,65536,72,36
212,65536,90,72
68,65536,72,28
92,65536,72,41
236,65536,90,71
116,65536,72,44
140,65536,72,55
260,65536,90,73
164,65536,72,50
284,65536,90,84
188,65536,72,54
308,65536,90,85
212,65536,72,48
236,65536,72,57
332,65536,90,75
260,65536,72,55
356,65536,90,82
284,65536,72,54
380,65536,90,80
308,65536,72,66
404,65536,90,75
332,65536,72,57
356,65536,72,56
428,65536,90,73
452,65536,90,65
380,65536,72,59
404,65536,72,60
476,65536,90,78
428,65536,72,59
500,65536,90,72
452,65536,72,58
524,65536,90,78
476,65536,72,48
548,65536,90,63
500,65536,72,50
572,65536,90,64
524,65536,72,61
548,65536,72,1
596,65536,90,73
572,65536,72,0
596,65536,72,0
620,65536,90,73
620,65536,72,0
644,65536,72,0
644,65536,90,52
668,65536,90,3
668,65536,72,0
692,65536,90,2
692,65536,72,0
716,65536,90,0
716,65536,72,0
740,65536,90,0
740,65536,72,0
764,65536,72,0
764,65536,90,0
788,65536,72,0
812,65536,72,0
788,65536,90,0
836,65536,72,0
812,65536,90,0
860,65536,72,0
884,65536,72,0
908,65536,72,0
836,65536,90,0
932,65536,72,0
860,65536,90,0
956,65536,72,0
980,65536,72,0
884,65536,90,0
1004,65536,72,0
20,65536,74,52
44,65536,74,47
68,65536,74,35
908,65536,90,0
92,65536,74,39
116,65536,74,55
932,65536,90,0
140,65536,74,45
164,65536,74,59
956,65536,90,0
188,65536,74,57
980,65536,90,0
212,65536,74,65
1004,65536,90,0
20,65536,92,68
44,65536,92,51
68,65536,92,51
92,65536,92,48
116,65536,92,52
236,65536,74,64
140,65536,92,63
260,65536,74,66
164,65536,92,69
188,65536,92,76
284,65536,74,65
212,65536,92,83
308,65536,74,62
236,65536,92,82
332,65536,74,55
260,65536,92,79
356,65536,74,66
284,65536,92,78
380,65536,74,61
308,65536,92,69
332,65536,92,74
404,65536,74,68
356,65536,92,82
428,65536,74,62
380,65536,92,75
452,65536,74,66
404,65536,92,78
476,65536,74,56
428,65536,92,83
500,65536,74,42
452,65536,92,74
524,65536,74,53
476,65536,92,74
548,65536,74,13
572,65536,74,0
500,65536,92,81
596,65536,74,3
620,65536,74,0
644,65536,74,0
524,65536,92,76
668,65536,74,0
548,65536,92,65
692,65536,74,0
716,65536,74,0
740,65536,74,0
572,65536,92,70
764,65536,74,0
788,65536,74,0
812,65536,74,0
596,65536,92,59
836,65536,74,0
860,65536,74,0
620,65536,92,64
884,65536,74,0
908,65536,74,0
644,65536,92,50
932,65536,74,0
668,65536,92,0
956,65536,74,0
692,65536,92,0
980,65536,74,0
716,65536,92,2
1004,65536,74,0
20,65536,76,49
44,65536,76,42
68,65536,76,37
92,65536,76,36
740,65536,92,0
116,65536,76,48
140,65536,76,51
164,65536,76,50
764,65536,92,0
188,65536,76,61
788,65536,92,0
212,65536,76,59
236,65536,76,54
812,65536,92,0
260,65536,76,63
836,65536,92,0
284,65536,76,65
860,65536,92,0
308,65536,76,63
884,65536,92,0
332,65536,76,61
908,65536,92,0
356,65536,76,60
932,65536,92,0
956,65536,92,0
380,65536,76,67
980,65536,92,0
404,65536,76,69
1004,65536,92,0
20,65536,94,61
44,65536,94,48
68,65536,94,47
92,65536,94,56
116,65536,94,58
140,65536,94,63
428,65536,76,65
164,65536,94,64
452,65536,76,60
188,65536,94,69
212,65536,94,70
476,65536,76,56
236,65536,94,78
260,65536,94,82
500,65536,76,60
284,65536,94,80
524,65536,76,54
308,65536,94,84
548,65536,76,0
332,65536,94,78
356,65536,94,78
572,65536,76,40
596,65536,76,1
380,65536,94,85
620,65536,76,0
644,65536,76,2
404,65536,94,73
668,65536,76,0
428,65536,94,79
692,65536,76,0
452,65536,94,84
716,65536,76,0
740,65536,76,0
764,65536,76,0
476,65536,94,74
788,65536,76,0
812,65536,76,0
500,65536,94,83
836,65536,76,0
860,65536,76,0
524,65536,94,82
884,65536,76,0
908,65536,76,0
548,65536,94,85
932,65536,76,0
956,65536,76,0
572,65536,94,78
980,65536,76,0
1004,65536,76,0
20,65536,78,52
44,65536,78,48
68,65536,78,50
92,65536,78,38
116,65536,78,43
596,65536,94,64
140,65536,78,44
164,65536,78,56
188,65536,78,42
212,65536,78,59
620,65536,94,66
236,65536,78,59
260,65536,78,68
644,65536,94,62
284,65536,78,67
308,65536,78,74
668,65536,94,71
692,65536,94,0
332,65536,78,70
716,65536,94,1
356,65536,78,65
740,65536,94,0
764,65536,94,0
380,65536,78,69
788,65536,94,0
404,65536,78,68
812,65536,94,0
428,65536,78,61
836,65536,94,0
452,65536,78,57
860,65536,94,0
884,65536,94,0
476,65536,78,61
908,65536,94,0
932,65536,94,0
500,65536,78,61
956,65536,94,0
524,65536,78,34
980,65536,94,0
548,65536,78,3
1004,65536,94,0
20,65536,96,67
44,65536,96,52
68,65536,96,59
92,65536,96,46
116,65536,96,47
140,65536,96,70
572,65536,78,42
164,65536,96,78
596,65536,78,3
188,65536,96,67
212,65536,96,84
620,65536,78,56
236,65536,96,86
644,65536,78,0
260,65536,96,88
668,65536,78,0
692,65536,78,0
284,65536,96,86
716,65536,78,0
308,65536,96,86
740,65536,78,0
332,65536,96,75
764,65536,78,0
356,65536,96,93
788,65536,78,0
812,65536,78,0
380,65536,96,91
836,65536,78,0
404,65536,96,84
860,65536,78,0
884,65536,78,0
428,65536,96,82
908,65536,78,0
932,65536,78,0
452,65536,96,90
956,65536,78,0
980,65536,78,0
1004,65536,78,0
476,65536,96,76
20,65536,80,59
44,65536,80,54
68,65536,80,37
92,65536,80,44
116,65536,80,49
140,65536,80,36
500,65536,96,88
164,65536,80,72
188,65536,80,59
524,65536,96,87
212,65536,80,63
236,65536,80,69
548,65536,96,74
260,65536,80,69
284,65536,80,69
572,65536,96,67
308,65536,80,69
596,65536,96,81
332,65536,80,66
356,65536,80,65
620,65536,96,63
380,65536,80,62
644,65536,96,59
404,65536,80,71
668,65536,96,76
428,65536,80,65
452,65536,80,72
692,65536,96,72
476,65536,80,58
716,65536,96,15
740,65536,96,4
500,65536,80,61
764,65536,96,23
524,65536,80,64
788,65536,96,0
812,65536,96,0
548,65536,80,62
572,65536,80,1
836,65536,96,0
596,65536,80,18
620,65536,80,1
860,65536,96,0
644,65536,80,0
884,65536,96,0
668,65536,80,0
908,65536,96,0
692,65536,80,0
932,65536,96,0
716,65536,80,0
956,65536,96,0
980,65536,96,0
740,65536,80,0
764,65536,80,0
1004,65536,96,0
20,65536,98,56
44,65536,98,59
68,65536,98,58
92,65536,98,59
116,65536,98,58
140,65536,98,73
788,65536,80,0
164,65536,98,69
812,65536,80,0
188,65536,98,59
836,65536,80,0
212,65536,98,78
860,65536,80,0
236,65536,98,88
884,65536,80,0
260,65536,98,84
908,65536,80,0
284,65536,98,84
932,65536,80,0
956,65536,80,0
308,65536,98,80
980,65536,80,0
332,65536,98,84
1004,65536,80,0
20,65536,82,58
44,65536,82,43
68,65536,82,40
92,65536,82,32
116,65536,82,41
140,65536,82,46
356,65536,98,84
164,65536,82,61
380,65536,98,87
188,65536,82,57
212,65536,82,75
404,65536,98,95
236,65536,82,65
428,65536,98,80
260,65536,82,69
284,65536,82,74
452,65536,98,86
308,65536,82,76
476,65536,98,79
332,65536,82,72
356,65536,82,75
500,65536,98,85
380,65536,82,74
524,65536,98,81
404,65536,82,71
428,65536,82,66
548,65536,98,88
452,65536,82,76
572,65536,98,86
476,65536,82,57
596,65536,98,79
500,65536,82,58
620,65536,98,76
524,65536,82,66
644,65536,98,69
548,65536,82,64
572,65536,82,46
668,65536,98,67
596,65536,82,0
620,65536,82,0
692,65536,98,76
644,65536,82,6
716,65536,98,0
668,65536,82,0
740,65536,98,2
692,65536,82,0
716,65536,82,0
764,65536,98,6
788,65536,98,0
740,65536,82,0
764,65536,82,0
812,65536,98,0
788,65536,82,0
836,65536,98,0
812,65536,82,0
860,65536,98,0
836,65536,82,0
884,65536,98,0
860,65536,82,0
908,65536,98,0
884,65536,82,0
908,65536,82,0
932,65536,98,0
932,65536,82,0
956,65536,98,0
956,65536,82,0
980,65536,98,0
980,65536,82,0
1004,65536,98,0
20,65536,100,65
44,65536,100,57
68,65536,100,55
92,65536,100,50
1004,65536,82,0
20,65536,84,59
44,65536,84,49
68,65536,84,40
116,65536,100,48
92,65536,84,32
116,65536,84,29
140,65536,100,70
140,65536,84,65
164,65536,100,67
164,65536,84,52
188,65536,100,68
188,65536,84,70
212,65536,100,84
212,65536,84,68
236,65536,100,87
236,65536,84,60
260,65536,100,82
260,65536,84,71
284,65536,100,91
284,65536,84,74
308,65536,100,85
308,65536,84,70
332,65536,100,93
332,65536,84,69
356,65536,100,88
356,65536,84,71
380,65536,100,91
380,65536,84,72
404,65536,100,84
404,65536,84,71
428,65536,100,92
428,65536,84,63
452,65536,100,90
452,65536,84,70
476,65536,100,87
476,65536,84,68
500,65536,100,74
500,65536,84,69
524,65536,100,80
524,65536,84,54
548,65536,100,85
548,65536,84,44
572,65536,100,85
572,65536,84,58
596,65536,100,83
596,65536,84,42
620,65536,84,43
644,65536,84,0
668,65536,84,0
692,65536,84,3
620,65536,100,85
716,65536,84,0
644,65536,100,52
740,65536,84,0
764,65536,84,0
668,65536,100,74
788,65536,84,0
812,65536,84,0
692,65536,100,54
836,65536,84,0
860,65536,84,0
716,65536,100,52
884,65536,84,0
740,65536,100,10
908,65536,84,0
764,65536,100,0
932,65536,84,0
788,65536,100,0
956,65536,84,0
812,65536,100,0
980,65536,84,0
836,65536,100,0
1004,65536,84,0
20,65536,86,54
44,65536,86,47
68,65536,86,41
92,65536,86,41
116,65536,86,46
140,65536,86,49
860,65536,100,0
164,65536,86,59
884,65536,100,0
188,65536,86,70
212,65536,86,62
908,65536,100,0
236,65536,86,68
932,65536,100,0
260,65536,86,83
956,65536,100,0
284,65536,86,74
980,65536,100,0
1004,65536,100,0
20,65536,2,0
44,65536,2,0
68,65536,2,0
308,65536,86,72
92,65536,2,0
116,65536,2,0
140,65536,2,0
164,65536,2,0
188,65536,2,0
212,65536,2,0
236,65536,2,0
260,65536,2,0
284,65536,2,0
332,65536,86,76
308,65536,2,0
332,65536,2,0
356,65536,2,0
380,65536,2,0
404,65536,2,0
428,65536,2,0
356,65536,86,79
452,65536,2,0
476,65536,2,0
500,65536,2,0
524,65536,2,0
548,65536,2,0
380,65536,86,70
572,65536,2,0
596,65536,2,0
620,65536,2,0
644,65536,2,0
668,65536,2,0
404,65536,86,74
692,65536,2,0
716,65536,2,0
740,65536,2,0
428,65536,86,77
764,65536,2,0
788,65536,2,0
812,65536,2,0
452,65536,86,70
836,65536,2,0
860,65536,2,0
884,65536,2,0
908,65536,2,0
476,65536,86,77
932,65536,2,0
956,65536,2,0
500,65536,86,67
980,65536,2,0
1004,65536,2,0
20,65536,4,0
44,65536,4,0
68,65536,4,0
92,65536,4,0
116,65536,4,0
140,65536,4,0
164,65536,4,0
188,65536,4,0
212,65536,4,0
524,65536,86,58
236,65536,4,0
260,65536,4,0
284,65536,4,0
308,65536,4,0
332,65536,4,0
356,65536,4,0
380,65536,4,0
404,65536,4,0
548,65536,86,47
428,65536,4,0
452,65536,4,0
476,65536,4,0
500,65536,4,0
524,65536,4,0
548,65536,4,0
572,65536,4,0
572,65536,86,65
596,65536,4,0
620,65536,4,0
644,65536,4,0
668,65536,4,0
692,65536,4,0
596,65536,86,49
716,65536,4,0
740,65536,4,0
620,65536,86,0
764,65536,4,0
788,65536,4,0
812,65536,4,0
836,65536,4,0
644,65536,86,53
860,65536,4,0
884,65536,4,0
908,65536,4,0
932,65536,4,0
668,65536,86,58
956,65536,4,0
980,65536,4,0
692,65536,86,0
1004,65536,4,0
20,65536,6,1
44,65536,6,0
68,65536,6,0
716,65536,86,0
92,65536,6,0
116,65536,6,0
140,65536,6,0
164,65536,6,0
188,65536,6,0
212,65536,6,0
740,65536,86,0
236,65536,6,0
260,65536,6,0
284,65536,6,0
308,65536,6,0
332,65536,6,0
356,65536,6,0
380,65536,6,0
404,65536,6,0
428,65536,6,0
764,65536,86,0
452,65536,6,0
476,65536,6,0
500,65536,6,0
524,65536,6,0
788,65536,86,0
548,65536,6,0
572,65536,6,0
596,65536,6,0
812,65536,86,0
620,65536,6,0
644,65536,6,0
668,65536,6,0
836,65536,86,0
692,65536,6,0
716,65536,6,0
860,65536,86,0
740,65536,6,0
764,65536,6,0
788,65536,6,0
884,65536,86,0
812,65536,6,0
836,65536,6,0
908,65536,86,0
860,65536,6,0
884,65536,6,0
932,65536,86,0
908,65536,6,0
932,65536,6,0
956,65536,86,0
956,65536,6,0
980,65536,86,0
980,65536,6,0
1004,65536,6,0
20,65536,8,3
44,65536,8,0
1004,65536,86,0
20,65536,88,59
44,65536,88,44
68,65536,88,50
68,65536,8,0
92,65536,88,42
92,65536,8,0
116,65536,88,41
116,65536,8,0
140,65536,8,0
164,65536,8,0
140,65536,88,54
188,65536,8,0
212,65536,8,0
236,65536,8,0
164,65536,88,53
260,65536,8,0
284,65536,8,0
308,65536,8,0
332,65536,8,0
188,65536,88,64
356,65536,8,0
380,65536,8,0
404,65536,8,0
428,65536,8,0
212,65536,88,66
452,65536,8,0
476,65536,8,0
500,65536,8,0
236,65536,88,66
524,65536,8,0
548,65536,8,0
572,65536,8,0
260,65536,88,79
596,65536,8,0
620,65536,8,0
644,65536,8,0
284,65536,88,66
668,65536,8,0
692,65536,8,0
716,65536,8,0
308,65536,88,74
740,65536,8,0
764,65536,8,0
788,65536,8,0
332,65536,88,81
812,65536,8,0
836,65536,8,0
356,65536,88,76
860,65536,8,0
884,65536,8,0
908,65536,8,0
380,65536,88,78
932,65536,8,0
956,65536,8,0
980,65536,8,0
404,65536,88,78
1004,65536,8,0
20,65536,10,4
44,65536,10,2
68,65536,10,0
92,65536,10,0
116,65536,10,0
140,65536,10,0
164,65536,10,0
428,65536,88,79
188,65536,10,0
212,65536,10,0
236,65536,10,0
260,65536,10,0
284,65536,10,0
452,65536,88,80
308,65536,10,0
332,65536,10,0
356,65536,10,0
380,65536,10,0
404,65536,10,0
428,65536,10,0
452,65536,10,0
476,65536,88,73
476,65536,10,0
500,65536,10,0
524,65536,10,0
548,65536,10,0
572,65536,10,0
500,65536,88,77
596,65536,10,0
620,65536,10,0
644,65536,10,0
668,65536,10,0
524,65536,88,71
692,65536,10,0
716,65536,10,0
740,65536,10,0
764,65536,10,0
548,65536,88,69
788,65536,10,0
812,65536,10,0
836,65536,10,0
860,65536,10,0
572,65536,88,70
884,65536,10,0
908,65536,10,0
932,65536,10,0
956,65536,10,0
596,65536,88,49
980,65536,10,0
1004,65536,10,0
20,65536,12,3
44,65536,12,4
68,65536,12,1
92,65536,12,0
116,65536,12,0
620,65536,88,65
140,65536,12,0
164,65536,12,0
188,65536,12,0
212,65536,12,0
236,65536,12,0
644,65536,88,58
260,65536,12,0
284,65536,12,0
308,65536,12,0
332,65536,12,0
668,65536,88,6
356,65536,12,0
380,65536,12,0
404,65536,12,0
428,65536,12,0
452,65536,12,0
476,65536,12,0
500,65536,12,0
692,65536,88,36
524,65536,12,0
548,65536,12,0
572,65536,12,0
596,65536,12,0
620,65536,12,0
644,65536,12,0
716,65536,88,54
668,65536,12,0
692,65536,12,0
716,65536,12,0
740,65536,12,0
740,65536,88,0
764,65536,12,0
788,65536,12,0
764,65536,88,0
812,65536,12,0
836,65536,12,0
860,65536,12,0
788,65536,88,0
884,65536,12,0
908,65536,12,0
812,65536,88,0
932,65536,12,0
836,65536,88,0
956,65536,12,0
980,65536,12,0
860,65536,88,0
1004,65536,12,0
20,65536,14,10
44,65536,14,5
68,65536,14,2
92,65536,14,0
884,65536,88,0
116,65536,14,1
140,65536,14,0
164,65536,14,0
908,65536,88,0
188,65536,14,0
212,65536,14,0
932,65536,88,0
236,65536,14,0
260,65536,14,0
284,65536,14,0
956,65536,88,0
308,65536,14,0
332,65536,14,0
356,65536,14,0
980,65536,88,0
380,65536,14,0
404,65536,14,0
428,65536,14,0
1004,65536,88,0
20,65536,90,58
44,65536,90,50
68,65536,90,51
452,65536,14,0
92,65536,90,55
476,65536,14,0
116,65536,90,57
500,65536,14,0
140,65536,90,47
524,65536,14,0
548,65536,14,0
572,65536,14,0
596,65536,14,0
620,65536,14,0
644,65536,14,0
668,65536,14,0
692,65536,14,0
716,65536,14,0
164,65536,90,60
740,65536,14,0
764,65536,14,0
188,65536,90,70
788,65536,14,0
812,65536,14,0
212,65536,90,76
836,65536,14,0
860,65536,14,0
236,65536,90,69
884,65536,14,0
260,65536,90,85
908,65536,14,0
932,65536,14,0
956,65536,14,0
284,65536,90,84
980,65536,14,0
1004,65536,14,0
20,65536,16,6
44,65536,16,3
308,65536,90,82
68,65536,16,1
92,65536,16,0
116,65536,16,0
332,65536,90,69
140,65536,16,0
164,65536,16,0
188,65536,16,0
212,65536,16,0
356,65536,90,79
236,65536,16,0
260,65536,16,0
284,65536,16,0
380,65536,90,74
308,65536,16,0
332,65536,16,0
356,65536,16,0
380,65536,16,0
