type,n,k,d,success_rate,b
topk,32768,10,5904,1.0,80
topk,32768,10,6560,1.0,80
threshold,65536,10,164,0.0,80
threshold,65536,10,328,0.0,80
threshold,65536,10,1148,1.0,80
topk,65536,10,1640,1.0,80
threshold,65536,10,6724,1.0,80
topk,65536,10,8036,1.0,80
topk,131072,10,164,0.0,80
topk,131072,10,328,0.425,80
threshold,131072,10,492,0.0,80
threshold,131072,10,656,0.075,80
topk,131072,10,1148,1.0,80
threshold,131072,10,1804,1.0,80
threshold,131072,10,2296,1.0,80
threshold,131072,10,3280,1.0,80
threshold,131072,10,4100,1.0,80
threshold,131072,10,4756,1.0,80
topk,131072,10,6724,1.0,80
threshold,131072,10,7052,1.0,80
threshold,262144,10,1476,1.0,80
topk,262144,10,1476,1.0,80
threshold,262144,10,2624,1.0,80
topk,262144,10,2624,1.0,80
threshold,262144,10,4920,1.0,80
topk,262144,10,4920,1.0,80
threshold,262144,10,5412,1.0,80
topk,262144,10,5412,1.0,80
threshold,262144,10,6232,1.0,80
topk,262144,10,6232,1.0,80
threshold,262144,10,6888,1.0,80
topk,262144,10,6888,1.0,80
threshold,262144,10,7544,1.0,80
topk,262144,10,7544,1.0,80
threshold,262144,10,7708,1.0,80
topk,262144,10,7708,1.0,80
topk,524288,10,1476,1.0,80
topk,524288,10,2624,1.0,80
threshold,524288,10,2952,1.0,80
threshold,524288,10,4428,1.0,80
topk,524288,10,4920,1.0,80
threshold,524288,10,5084,1.0,80
threshold,524288,10,5248,1.0,80
topk,524288,10,5412,1.0,80
threshold,524288,10,5576,1.0,80
threshold,524288,10,5740,1.0,80
threshold,524288,10,6068,1.0,80
topk,524288,10,6232,1.0,80
threshold,524288,10,6396,1.0,80
topk,524288,10,6888,1.0,80
topk,524288,10,7544,1.0,80
topk,524288,10,7708,1.0,80
topk,1048576,10,164,0.0,80
topk,1048576,10,328,0.225,80
threshold,1048576,10,984,0.6625,80
topk,1048576,10,1148,1.0,80
threshold,1048576,10,1312,0.975,80
threshold,1048576,10,3444,1.0,80
threshold,1048576,10,3608,1.0,80
threshold,1048576,10,3772,1.0,80
threshold,1048576,10,4592,1.0,80
topk,1048576,10,6724,1.0,80
threshold,256,12,492,0.8125,80
topk,256,12,492,1.0,80
threshold,256,12,656,0.975,80
topk,256,12,656,1.0,80
threshold,256,12,1804,1.0,80
topk,256,12,1804,1.0,80
threshold,256,12,2296,1.0,80
topk,256,12,2296,1.0,80
threshold,256,12,3280,1.0,80
topk,256,12,3280,1.0,80
threshold,256,12,4100,1.0,80
topk,256,12,4100,1.0,80
threshold,256,12,4756,1.0,80
topk,256,12,4756,1.0,80
threshold,256,12,7052,1.0,80
topk,256,12,7052,1.0,80
topk,512,12,820,1.0,80
threshold,512,12,1640,1.0,80
topk,512,12,2788,1.0,80
topk,512,12,5904,1.0,80
topk,512,12,6560,1.0,80
threshold,512,12,8036,1.0,80
topk,1024,12,820,1.0,80
threshold,1024,12,1476,1.0,80
threshold,1024,12,2624,1.0,80
topk,1024,12,2788,1.0,80
threshold,1024,12,4920,1.0,80
threshold,1024,12,5412,1.0,80
topk,1024,12,5904,1.0,80
threshold,1024,12,6232,1.0,80
topk,1024,12,6560,1.0,80
threshold,1024,12,6888,1.0,80
threshold,1024,12,7544,1.0,80
threshold,1024,12,7708,1.0,80
threshold,2048,12,2952,1.0,80
topk,2048,12,2952,1.0,80
threshold,2048,12,4428,1.0,80
topk,2048,12,4428,1.0,80
threshold,2048,12,5084,1.0,80
topk,2048,12,5084,1.0,80
threshold,2048,12,5248,1.0,80
topk,2048,12,5248,1.0,80
threshold,2048,12,5576,1.0,80
topk,2048,12,5576,1.0,80
threshold,2048,12,5740,1.0,80
topk,2048,12,5740,1.0,80
threshold,2048,12,6068,1.0,80
topk,2048,12,6068,1.0,80
threshold,2048,12,6396,1.0,80
topk,2048,12,6396,1.0,80
threshold,4096,12,1968,1.0,80
threshold,4096,12,2132,1.0,80
threshold,4096,12,2460,1.0,80
topk,4096,12,2952,1.0,80
threshold,4096,12,3116,1.0,80
threshold,4096,12,3936,1.0,80
threshold,4096,12,4264,1.0,80
topk,4096,12,4428,1.0,80
topk,4096,12,5084,1.0,80
topk,4096,12,5248,1.0,80
topk,4096,12,5576,1.0,80
topk,4096,12,5740,1.0,80
topk,4096,12,6068,1.0,80
topk,4096,12,6560,1.0,80
threshold,4096,12,6724,1.0,80
topk,8192,12,984,1.0,80
topk,8192,12,1312,1.0,80
threshold,8192,12,1640,1.0,80
topk,8192,12,3444,1.0,80
topk,8192,12,3608,1.0,80
topk,8192,12,3772,1.0,80
topk,8192,12,4592,1.0,80
threshold,8192,12,8036,1.0,80
threshold,16384,12,820,0.7375,80
topk,16384,12,1968,1.0,80
topk,16384,12,2132,1.0,80
topk,16384,12,2460,1.0,80
threshold,16384,12,2788,1.0,80
topk,16384,12,3116,1.0,80
topk,16384,12,3936,1.0,80
topk,16384,12,4264,1.0,80
threshold,16384,12,5904,1.0,80
threshold,16384,12,6560,1.0,80
topk,16384,12,7216,1.0,80
topk,16384,12,7380,1.0,80
topk,16384,12,7872,1.0,80
topk,32768,12,164,0.0,80
topk,32768,12,328,0.275,80
topk,32768,12,1148,1.0,80
threshold,32768,12,1968,1.0,80
threshold,32768,12,2132,1.0,80
threshold,32768,12,2460,1.0,80
threshold,32768,12,3116,1.0,80
threshold,32768,12,3936,1.0,80
threshold,32768,12,4264,1.0,80
topk,32768,12,6724,1.0,80
threshold,32768,12,7216,1.0,80
threshold,32768,12,7380,1.0,80
threshold,32768,12,7872,1.0,80
topk,65536,12,492,0.875,80
topk,65536,12,656,1.0,80
topk,65536,12,1804,1.0,80
topk,65536,12,2296,1.0,80
threshold,65536,12,2952,1.0,80
topk,65536,12,3280,1.0,80
topk,65536,12,4100,1.0,80
threshold,65536,12,4428,1.0,80
topk,65536,12,4756,1.0,80
threshold,65536,12,5084,1.0,80
threshold,65536,12,5248,1.0,80
threshold,65536,12,5576,1.0,80
threshold,65536,12,5740,1.0,80
threshold,65536,12,6068,1.0,80
threshold,65536,12,6396,1.0,80
topk,65536,12,7052,1.0,80
threshold,131072,12,820,0.1125,80
topk,131072,12,820,1.0,80
threshold,131072,12,2788,1.0,80
topk,131072,12,2788,1.0,80
threshold,131072,12,5904,1.0,80
topk,131072,12,5904,1.0,80
threshold,131072,12,6560,1.0,80
topk,131072,12,6560,1.0,80
threshold,262144,12,984,0.55,80
threshold,262144,12,1312,0.9875,80
topk,262144,12,1640,1.0,80
threshold,262144,12,3444,1.0,80
threshold,262144,12,3608,1.0,80
threshold,262144,12,3772,1.0,80
threshold,262144,12,4592,1.0,80
topk,262144,12,8036,1.0,80
topk,1048576,46,164,0.0,80
topk,1048576,46,328,0.0,80
threshold,1048576,46,984,0.0,80
topk,1048576,46,1148,0.0,80
threshold,1048576,46,1312,0.0,80
threshold,1048576,46,3444,0.0,80
threshold,1048576,46,3608,0.0125,80
threshold,1048576,46,3772,0.0625,80
threshold,1048576,46,4592,0.75,80
topk,1048576,46,6724,1.0,80
threshold,256,48,984,0.0125,80
topk,256,48,984,0.175,80
threshold,256,48,1312,0.275,80
topk,256,48,1312,0.6375,80
threshold,256,48,3444,1.0,80
topk,256,48,3444,1.0,80
threshold,256,48,3608,1.0,80
topk,256,48,3608,1.0,80
threshold,256,48,3772,1.0,80
topk,256,48,3772,1.0,80
threshold,256,48,4592,1.0,80
topk,256,48,4592,1.0,80
topk,512,48,820,0.025,80
threshold,512,48,1640,0.4125,80
topk,512,48,2788,1.0,80
topk,512,48,5904,1.0,80
topk,512,48,6560,1.0,80
threshold,512,48,8036,1.0,80
topk,1024,48,164,0.0,80
topk,1024,48,328,0.0,80
topk,1024,48,1148,0.175,80
threshold,1024,48,2952,0.9625,80
threshold,1024,48,4428,1.0,80
threshold,1024,48,5084,1.0,80
threshold,1024,48,5248,1.0,80
threshold,1024,48,5576,1.0,80
threshold,1024,48,5740,1.0,80
threshold,1024,48,6068,1.0,80
threshold,1024,48,6396,1.0,80
topk,1024,48,6724,1.0,80
threshold,2048,48,820,0.0,80
topk,2048,48,1640,0.7125,80
threshold,2048,48,2788,0.9,80
threshold,2048,48,5904,1.0,80
threshold,2048,48,6560,1.0,80
topk,2048,48,8036,1.0,80
topk,4096,48,164,0.0,80
topk,4096,48,328,0.0,80
topk,4096,48,1148,0.05,80
threshold,4096,48,1968,0.1125,80
threshold,4096,48,2132,0.2125,80
threshold,4096,48,2460,0.5875,80
threshold,4096,48,3116,0.9,80
threshold,4096,48,3936,0.9875,80
threshold,4096,48,4264,1.0,80
topk,4096,48,6724,1.0,80
threshold,4096,48,7216,1.0,80
threshold,4096,48,7380,1.0,80
threshold,4096,48,7872,1.0,80
topk,8192,48,820,0.0,80
threshold,8192,48,1968,0.0,80
threshold,8192,48,2132,0.05,80
threshold,8192,48,2460,0.275,80
topk,8192,48,2788,0.975,80
threshold,8192,48,3116,0.8375,80
threshold,8192,48,3936,0.9625,80
threshold,8192,48,4264,1.0,80
