n,k,d,method,acc
256,8,448,top_k,1.0
256,8,512,threshold,0.9986127336448598
256,8,512,top_k,1.0
256,8,576,threshold,0.9989778037383178
256,8,576,top_k,1.0
256,8,640,threshold,1.0
256,8,640,top_k,1.0
256,8,704,threshold,0.9999269859813084
256,8,704,top_k,1.0
256,8,768,threshold,0.9999269859813084
256,8,768,top_k,1.0
256,8,832,threshold,0.9999269859813084
256,8,832,top_k,1.0
256,8,896,threshold,1.0
256,8,896,top_k,1.0
256,8,960,threshold,1.0
256,8,960,top_k,1.0
256,8,1024,threshold,0.9999269859813084
256,8,1024,top_k,1.0
256,8,1088,threshold,1.0
256,8,1088,top_k,1.0
256,8,1152,threshold,1.0
256,8,1152,top_k,1.0
256,8,1216,threshold,1.0
256,8,1216,top_k,1.0
256,8,1280,threshold,1.0
256,8,1280,top_k,1.0
256,8,1344,threshold,1.0
256,8,1344,top_k,1.0
256,8,1408,threshold,1.0
256,8,1408,top_k,1.0
256,8,1472,threshold,1.0
256,8,1472,top_k,1.0
256,8,1536,threshold,1.0
256,8,1536,top_k,1.0
256,8,1600,threshold,1.0
256,8,1600,top_k,1.0
256,8,1664,threshold,1.0
256,8,1664,top_k,1.0
256,8,1728,threshold,1.0
256,8,1728,top_k,1.0
256,8,1792,threshold,1.0
256,8,1792,top_k,1.0
256,8,1856,threshold,1.0
256,8,1856,top_k,1.0
256,8,1920,threshold,1.0
256,8,1920,top_k,1.0
256,8,1984,threshold,1.0
256,8,1984,top_k,1.0
256,8,2048,threshold,1.0
256,8,2048,top_k,1.0
256,8,2112,threshold,1.0
256,8,2112,top_k,1.0
256,8,2176,threshold,1.0
256,8,2176,top_k,1.0
256,8,2240,threshold,1.0
256,8,2240,top_k,1.0
256,8,2304,threshold,1.0
256,8,2304,top_k,1.0
256,8,2368,threshold,1.0
256,8,2368,top_k,1.0
256,8,2432,threshold,1.0
256,8,2432,top_k,1.0
256,8,2496,threshold,1.0
256,8,2496,top_k,1.0
256,8,2560,threshold,1.0
256,8,2560,top_k,1.0
256,8,2624,threshold,1.0
256,8,2624,top_k,1.0
256,8,2688,threshold,1.0
256,8,2688,top_k,1.0
256,8,2752,threshold,1.0
256,8,2752,top_k,1.0
256,8,2816,threshold,1.0
256,8,2816,top_k,1.0
256,8,2880,threshold,1.0
256,8,2880,top_k,1.0
256,8,2944,threshold,1.0
256,8,2944,top_k,1.0
256,8,3008,threshold,1.0
256,8,3008,top_k,1.0
256,8,3072,threshold,1.0
256,8,3072,top_k,1.0
256,8,3136,threshold,1.0
256,8,3136,top_k,1.0
256,8,3200,threshold,1.0
256,8,3200,top_k,1.0
256,8,3264,threshold,1.0
256,8,3264,top_k,1.0
256,8,3328,threshold,1.0
256,8,3328,top_k,1.0
256,8,3392,threshold,1.0
256,8,3392,top_k,1.0
256,8,3456,threshold,1.0
256,8,3456,top_k,1.0
256,8,3520,threshold,1.0
256,8,3520,top_k,1.0
256,8,3584,threshold,1.0
256,8,3584,top_k,1.0
256,8,3648,threshold,1.0
256,8,3648,top_k,1.0
256,8,3712,threshold,1.0
256,8,3712,top_k,1.0
256,8,3776,threshold,1.0
256,8,3776,top_k,1.0
256,8,3840,threshold,1.0
256,8,3840,top_k,1.0
256,8,3904,threshold,1.0
256,8,3904,top_k,1.0
256,8,3968,threshold,1.0
256,8,3968,top_k,1.0
256,8,4032,threshold,1.0
256,8,4032,top_k,1.0
256,8,4096,threshold,1.0
256,8,4096,top_k,1.0
256,9,64,threshold,0.0010952102803738317
256,9,64,top_k,0.0038697429906542056
256,9,128,threshold,0.11163843457943926
256,9,128,top_k,0.30622079439252337
256,9,192,threshold,0.4729117990654206
256,9,192,top_k,0.7708089953271028
256,9,256,threshold,0.7681804906542056
256,9,256,top_k,0.9554614485981309
256,9,320,threshold,0.9073452102803738
256,9,320,top_k,0.9926985981308412
256,9,384,threshold,0.9645151869158879
256,9,384,top_k,0.9993428738317757
256,9,448,threshold,0.9857622663551402
256,9,448,top_k,0.9997079439252337
256,9,512,threshold,0.9944509345794392
256,9,512,top_k,1.0
256,9,576,threshold,0.9977365654205608
256,9,576,top_k,0.9999269859813084
256,9,640,threshold,0.9992698598130841
256,9,640,top_k,1.0
256,9,704,threshold,0.9997079439252337
256,9,704,top_k,1.0
256,9,768,threshold,0.9999269859813084
256,9,768,top_k,1.0
256,9,832,threshold,1.0
256,9,832,top_k,1.0
256,9,896,threshold,1.0
256,9,896,top_k,1.0
256,9,960,threshold,1.0
256,9,960,top_k,1.0
256,9,1024,threshold,1.0
256,9,1024,top_k,1.0
256,9,1088,threshold,1.0
256,9,1088,top_k,1.0
256,9,1152,threshold,1.0
256,9,1152,top_k,1.0
256,9,1216,threshold,1.0
256,9,1216,top_k,1.0
256,9,1280,threshold,1.0
256,9,1280,top_k,1.0
256,9,1344,threshold,1.0
256,9,1344,top_k,1.0
256,9,1408,threshold,1.0
256,9,1408,top_k,1.0
256,9,1472,threshold,1.0
256,9,1472,top_k,1.0
256,9,1536,threshold,1.0
256,9,1536,top_k,1.0
256,9,1600,threshold,1.0
256,9,1600,top_k,1.0
256,9,1664,threshold,1.0
256,9,1664,top_k,1.0
256,9,1728,threshold,1.0
256,9,1728,top_k,1.0
256,9,1792,threshold,1.0
256,9,1792,top_k,1.0
256,9,1856,threshold,1.0
256,9,1856,top_k,1.0
256,9,1920,threshold,1.0
256,9,1920,top_k,1.0
256,9,1984,threshold,1.0
256,9,1984,top_k,1.0
256,9,2048,threshold,1.0
256,9,2048,top_k,1.0
256,9,2112,threshold,1.0
256,9,2112,top_k,1.0
256,9,2176,threshold,1.0
256,9,2176,top_k,1.0
256,9,2240,threshold,1.0
256,9,2240,top_k,1.0
256,9,2304,threshold,1.0
256,9,2304,top_k,1.0
256,9,2368,threshold,1.0
256,9,2368,top_k,1.0
256,9,2432,threshold,1.0
256,9,2432,top_k,1.0
256,9,2496,threshold,1.0
256,9,2496,top_k,1.0
256,9,2560,threshold,1.0
256,9,2560,top_k,1.0
256,9,2624,threshold,1.0
256,9,2624,top_k,1.0
256,9,2688,threshold,1.0
256,9,2688,top_k,1.0
256,9,2752,threshold,1.0
256,9,2752,top_k,1.0
256,9,2816,threshold,1.0
256,9,2816,top_k,1.0
256,9,2880,threshold,1.0
256,9,2880,top_k,1.0
256,9,2944,threshold,1.0
256,9,2944,top_k,1.0
256,9,3008,threshold,1.0
256,9,3008,top_k,1.0
256,9,3072,threshold,1.0
256,9,3072,top_k,1.0
256,9,3136,threshold,1.0
256,9,3136,top_k,1.0
256,9,3200,threshold,1.0
256,9,3200,top_k,1.0
256,9,3264,threshold,1.0
256,9,3264,top_k,1.0
256,9,3328,threshold,1.0
256,9,3328,top_k,1.0
256,9,3392,threshold,1.0
256,9,3392,top_k,1.0
256,9,3456,threshold,1.0
256,9,3456,top_k,1.0
256,9,3520,threshold,1.0
256,9,3520,top_k,1.0
256,9,3584,threshold,1.0
256,9,3584,top_k,1.0
256,9,3648,threshold,1.0
256,9,3648,top_k,1.0
256,9,3712,threshold,1.0
256,9,3712,top_k,1.0
256,9,3776,threshold,1.0
256,9,3776,top_k,1.0
256,9,3840,threshold,1.0
256,9,3840,top_k,1.0
256,9,3904,threshold,1.0
256,9,3904,top_k,1.0
256,9,3968,threshold,1.0
256,9,3968,top_k,1.0
256,9,4032,threshold,1.0
256,9,4032,top_k,1.0
256,9,4096,threshold,1.0
256,9,4096,top_k,1.0
256,10,64,threshold,7.301401869158878e-05
256,10,64,top_k,0.0010221962616822429
256,10,128,threshold,0.05264310747663552
256,10,128,top_k,0.1601197429906542
256,10,192,threshold,0.3365946261682243
256,10,192,top_k,0.623758761682243
256,10,256,threshold,0.6593896028037384
256,10,256,top_k,0.8988755841121495
256,10,320,threshold,0.8396612149532711
256,10,320,top_k,0.9792640186915887
256,10,384,threshold,0.9327540887850467
256,10,384,top_k,0.9956191588785047
256,10,448,threshold,0.9713785046728972
256,10,448,top_k,0.9994158878504673
256,10,512,threshold,0.986857476635514
256,10,512,top_k,0.9997809579439252
256,10,576,threshold,0.9954001168224299
256,10,576,top_k,1.0
256,10,640,threshold,0.997882593457944
256,10,640,top_k,1.0
256,10,704,threshold,0.9991968457943925
256,10,704,top_k,1.0
256,10,768,threshold,0.999634929906542
256,10,768,top_k,1.0
256,10,832,threshold,0.9998539719626168
256,10,832,top_k,1.0
256,10,896,threshold,0.9999269859813084
256,10,896,top_k,1.0
256,10,960,threshold,0.9997809579439252
256,10,960,top_k,1.0
256,10,1024,threshold,0.9999269859813084
256,10,1024,top_k,1.0
256,10,1088,threshold,1.0
256,10,1088,top_k,1.0
256,10,1152,threshold,1.0
256,10,1152,top_k,1.0
256,10,1216,threshold,1.0
256,10,1216,top_k,1.0
256,10,1280,threshold,1.0
256,10,1280,top_k,1.0
256,10,1344,threshold,1.0
256,10,1344,top_k,1.0
256,10,1408,threshold,1.0
256,10,1408,top_k,1.0
256,10,1472,threshold,1.0
256,10,1472,top_k,1.0
256,10,1536,threshold,1.0
256,10,1536,top_k,1.0
256,10,1600,threshold,1.0
256,10,1600,top_k,1.0
256,10,1664,threshold,1.0
256,10,1664,top_k,1.0
256,10,1728,threshold,1.0
256,10,1728,top_k,1.0
256,10,1792,threshold,1.0
256,10,1792,top_k,1.0
256,10,1856,threshold,1.0
256,10,1856,top_k,1.0
256,10,1920,threshold,1.0
256,10,1920,top_k,1.0
256,10,1984,threshold,1.0
256,10,1984,top_k,1.0
256,10,2048,threshold,1.0
256,10,2048,top_k,1.0
256,10,2112,threshold,1.0
256,10,2112,top_k,1.0
256,10,2176,threshold,1.0
256,10,2176,top_k,1.0
256,10,2240,threshold,1.0
256,10,2240,top_k,1.0
256,10,2304,threshold,1.0
256,10,2304,top_k,1.0
256,10,2368,threshold,1.0
256,10,2368,top_k,1.0
256,10,2432,threshold,1.0
256,10,2432,top_k,1.0
256,10,2496,threshold,1.0
256,10,2496,top_k,1.0
256,10,2560,threshold,1.0
256,10,2560,top_k,1.0
256,10,2624,threshold,1.0
256,10,2624,top_k,1.0
256,10,2688,threshold,1.0
256,10,2688,top_k,1.0
256,10,2752,threshold,1.0
256,10,2752,top_k,1.0
256,10,2816,threshold,1.0
256,10,2816,top_k,1.0
256,10,2880,threshold,1.0
256,10,2880,top_k,1.0
256,10,2944,threshold,1.0
256,10,2944,top_k,1.0
256,10,3008,threshold,1.0
256,10,3008,top_k,1.0
256,10,3072,threshold,1.0
256,10,3072,top_k,1.0
256,10,3136,threshold,1.0
256,10,3136,top_k,1.0
256,10,3200,threshold,1.0
256,10,3200,top_k,1.0
256,10,3264,threshold,1.0
256,10,3264,top_k,1.0
256,10,3328,threshold,1.0
256,10,3328,top_k,1.0
256,10,3392,threshold,1.0
256,10,3392,top_k,1.0
256,10,3456,threshold,1.0
256,10,3456,top_k,1.0
256,10,3520,threshold,1.0
256,10,3520,top_k,1.0
256,10,3584,threshold,1.0
256,10,3584,top_k,1.0
256,10,3648,threshold,1.0
256,10,3648,top_k,1.0
256,10,3712,threshold,1.0
256,10,3712,top_k,1.0
256,10,3776,threshold,1.0
256,10,3776,top_k,1.0
256,10,3840,threshold,1.0
256,10,3840,top_k,1.0
256,10,3904,threshold,1.0
256,10,3904,top_k,1.0
256,10,3968,threshold,1.0
256,10,3968,top_k,1.0
256,10,4032,threshold,1.0
256,10,4032,top_k,1.0
256,10,4096,threshold,1.0
256,10,4096,top_k,1.0
256,11,64,threshold,7.301401869158878e-05
256,11,64,top_k,0.00014602803738317756
256,11,128,threshold,0.02117406542056075
256,11,128,top_k,0.0845502336448598
256,11,192,threshold,0.21816588785046728
256,11,192,top_k,0.4695531542056075
256,11,256,threshold,0.5267231308411215
256,11,256,top_k,0.8097984813084113
256,11,320,threshold,0.759929906542056
256,11,320,top_k,0.9464807242990654
256,11,384,threshold,0.8869742990654206
256,11,384,top_k,0.9887558411214953
256,11,448,threshold,0.9460426401869159
256,11,448,top_k,0.9978095794392523
256,11,512,threshold,0.9775846962616822
256,11,512,top_k,0.9992698598130841
256,11,576,threshold,0.9891209112149533
256,11,576,top_k,0.9998539719626168
256,11,640,threshold,0.9948890186915887
256,11,640,top_k,0.9999269859813084
256,11,704,threshold,0.9979556074766355
256,11,704,top_k,1.0
256,11,768,threshold,0.9989047897196262
256,11,768,top_k,1.0
256,11,832,threshold,0.9995619158878505
256,11,832,top_k,1.0
256,11,896,threshold,0.9999269859813084
256,11,896,top_k,1.0
256,11,960,threshold,0.9999269859813084
256,11,960,top_k,1.0
256,11,1024,threshold,1.0
256,11,1024,top_k,1.0
256,11,1088,threshold,1.0
256,11,1088,top_k,1.0
256,11,1152,threshold,1.0
256,11,1152,top_k,1.0
256,11,1216,threshold,1.0
256,11,1216,top_k,1.0
256,11,1280,threshold,1.0
256,11,1280,top_k,1.0
256,11,1344,threshold,1.0
256,11,1344,top_k,1.0
256,11,1408,threshold,1.0
256,11,1408,top_k,1.0
256,11,1472,threshold,1.0
256,11,1472,top_k,1.0
256,11,1536,threshold,1.0
256,11,1536,top_k,1.0
256,11,1600,threshold,1.0
256,11,1600,top_k,1.0
256,11,1664,threshold,1.0
256,11,1664,top_k,1.0
256,11,1728,threshold,1.0
256,11,1728,top_k,1.0
256,11,1792,threshold,1.0
256,11,1792,top_k,1.0
256,11,1856,threshold,1.0
256,11,1856,top_k,1.0
256,11,1920,threshold,1.0
256,11,1920,top_k,1.0
256,11,1984,threshold,1.0
256,11,1984,top_k,1.0
256,11,2048,threshold,1.0
256,11,2048,top_k,1.0
256,11,2112,threshold,1.0
256,11,2112,top_k,1.0
256,11,2176,threshold,1.0
256,11,2176,top_k,1.0
256,11,2240,threshold,1.0
256,11,2240,top_k,1.0
256,11,2304,threshold,1.0
256,11,2304,top_k,1.0
256,11,2368,threshold,1.0
256,11,2368,top_k,1.0
256,11,2432,threshold,1.0
256,11,2432,top_k,1.0
256,11,2496,threshold,1.0
256,11,2496,top_k,1.0
256,11,2560,threshold,1.0
256,11,2560,top_k,1.0
256,11,2624,threshold,1.0
256,11,2624,top_k,1.0
256,11,2688,threshold,1.0
256,11,2688,top_k,1.0
256,11,2752,threshold,1.0
256,11,2752,top_k,1.0
256,11,2816,threshold,1.0
256,11,2816,top_k,1.0
256,11,2880,threshold,1.0
256,11,2880,top_k,1.0
256,11,2944,threshold,1.0
256,11,2944,top_k,1.0
256,11,3008,threshold,1.0
256,11,3008,top_k,1.0
256,11,3072,threshold,1.0
256,11,3072,top_k,1.0
256,11,3136,threshold,1.0
256,11,3136,top_k,1.0
256,11,3200,threshold,1.0
256,11,3200,top_k,1.0
256,11,3264,threshold,1.0
256,11,3264,top_k,1.0
256,11,3328,threshold,1.0
256,11,3328,top_k,1.0
256,11,3392,threshold,1.0
256,11,3392,top_k,1.0
256,11,3456,threshold,1.0
256,11,3456,top_k,1.0
256,11,3520,threshold,1.0
256,11,3520,top_k,1.0
256,11,3584,threshold,1.0
256,11,3584,top_k,1.0
256,11,3648,threshold,1.0
256,11,3648,top_k,1.0
256,11,3712,threshold,1.0
256,11,3712,top_k,1.0
256,11,3776,threshold,1.0
256,11,3776,top_k,1.0
256,11,3840,threshold,1.0
256,11,3840,top_k,1.0
256,11,3904,threshold,1.0
256,11,3904,top_k,1.0
256,11,3968,threshold,1.0
256,11,3968,top_k,1.0
256,11,4032,threshold,1.0
256,11,4032,top_k,1.0
256,11,4096,threshold,1.0
256,11,4096,top_k,1.0
256,12,64,threshold,0.0
256,12,64,top_k,0.0
256,12,128,threshold,0.008469626168224298
256,12,128,top_k,0.034681658878504676
256,12,192,threshold,0.13522196261682243
256,12,192,top_k,0.32849007009345793
256,12,256,threshold,0.40595794392523366
256,12,256,top_k,0.696918808411215
256,12,320,threshold,0.6599007009345794
256,12,320,top_k,0.9016501168224299
256,12,384,threshold,0.8252774532710281
256,12,384,top_k,0.9701372663551402
256,12,448,threshold,0.914427570093458
256,12,448,top_k,0.9932096962616822
256,12,512,threshold,0.9572137850467289
256,12,512,top_k,0.9981016355140186
256,12,576,threshold,0.9800671728971962
256,12,576,top_k,0.9995619158878505
256,12,640,threshold,0.9895589953271028
256,12,640,top_k,0.9999269859813084
256,12,704,threshold,0.9958382009345794
256,12,704,top_k,0.9999269859813084
256,12,768,threshold,0.9978095794392523
256,12,768,top_k,1.0
256,12,832,threshold,0.9981746495327103
256,12,832,top_k,1.0
256,12,896,threshold,0.9994158878504673
256,12,896,top_k,1.0
256,12,960,threshold,0.999634929906542
256,12,960,top_k,1.0
256,12,1024,threshold,1.0
256,12,1024,top_k,1.0
256,12,1088,threshold,1.0
256,12,1088,top_k,1.0
256,12,1152,threshold,0.9999269859813084
256,12,1152,top_k,1.0
256,12,1216,threshold,1.0
256,12,1216,top_k,1.0
256,12,1280,threshold,0.9999269859813084
256,12,1280,top_k,1.0
256,12,1344,threshold,1.0
256,12,1344,top_k,1.0
256,12,1408,threshold,1.0
256,12,1408,top_k,1.0
256,12,1472,threshold,1.0
256,12,1472,top_k,1.0
256,12,1536,threshold,1.0
256,12,1536,top_k,1.0
256,12,1600,threshold,1.0
256,12,1600,top_k,1.0
256,12,1664,threshold,1.0
256,12,1664,top_k,1.0
256,12,1728,threshold,1.0
256,12,1728,top_k,1.0
256,12,1792,threshold,1.0
256,12,1792,top_k,1.0
256,12,1856,threshold,1.0
256,12,1856,top_k,1.0
256,12,1920,threshold,1.0
256,12,1920,top_k,1.0
256,12,1984,threshold,1.0
256,12,1984,top_k,1.0
256,12,2048,threshold,1.0
256,12,2048,top_k,1.0
256,12,2112,threshold,1.0
256,12,2112,top_k,1.0
256,12,2176,threshold,1.0
256,12,2176,top_k,1.0
256,12,2240,threshold,1.0
256,12,2240,top_k,1.0
256,12,2304,threshold,1.0
256,12,2304,top_k,1.0
256,12,2368,threshold,1.0
256,12,2368,top_k,1.0
256,12,2432,threshold,1.0
256,12,2432,top_k,1.0
256,12,2496,threshold,1.0
256,12,2496,top_k,1.0
256,12,2560,threshold,1.0
256,12,2560,top_k,1.0
256,12,2624,threshold,1.0
256,12,2624,top_k,1.0
256,12,2688,threshold,1.0
256,12,2688,top_k,1.0
256,12,2752,threshold,1.0
256,12,2752,top_k,1.0
256,12,2816,threshold,1.0
256,12,2816,top_k,1.0
256,12,2880,threshold,1.0
256,12,2880,top_k,1.0
256,12,2944,threshold,1.0
256,12,2944,top_k,1.0
256,12,3008,threshold,1.0
256,12,3008,top_k,1.0
256,12,3072,threshold,1.0
256,12,3072,top_k,1.0
256,12,3136,threshold,1.0
256,12,3136,top_k,1.0
256,12,3200,threshold,1.0
256,12,3200,top_k,1.0
256,12,3264,threshold,1.0
256,12,3264,top_k,1.0
256,12,3328,threshold,1.0
256,12,3328,top_k,1.0
256,12,3392,threshold,1.0
256,12,3392,top_k,1.0
256,12,3456,threshold,1.0
256,12,3456,top_k,1.0
256,12,3520,threshold,1.0
256,12,3520,top_k,1.0
256,12,3584,threshold,1.0
256,12,3584,top_k,1.0
256,12,3648,threshold,1.0
256,12,3648,top_k,1.0
256,12,3712,threshold,1.0
256,12,3712,top_k,1.0
256,12,3776,threshold,1.0
256,12,3776,top_k,1.0
256,12,3840,threshold,1.0
256,12,3840,top_k,1.0
256,12,3904,threshold,1.0
256,12,3904,top_k,1.0
256,12,3968,threshold,1.0
256,12,3968,top_k,1.0
256,12,4032,threshold,1.0
256,12,4032,top_k,1.0
256,12,4096,threshold,1.0
256,12,4096,top_k,1.0
256,13,64,threshold,0.0
256,13,64,top_k,0.0
256,13,128,threshold,0.0032126168224299065
256,13,128,top_k,0.012704439252336448
256,13,192,threshold,0.0761536214953271
256,13,192,top_k,0.2096232476635514
256,13,256,threshold,0.2941004672897196
256,13,256,top_k,0.5673919392523364
256,13,320,threshold,0.5565128504672897
256,13,320,top_k,0.8323598130841121
256,13,384,threshold,0.7459842289719626
256,13,384,top_k,0.9416617990654206
256,13,448,threshold,0.8657272196261683
256,13,448,top_k,0.9820385514018691
256,13,512,threshold,0.927205023364486
256,13,512,top_k,0.9940128504672897
256,13,576,threshold,0.9623977803738317
256,13,576,top_k,0.9989047897196262
256,13,640,threshold,0.9821845794392523
256,13,640,top_k,0.9997079439252337
256,13,704,threshold,0.9896320093457944
256,13,704,top_k,0.9997079439252337
256,13,768,threshold,0.9945969626168224
256,13,768,top_k,1.0
256,13,832,threshold,0.9970794392523364
256,13,832,top_k,1.0
256,13,896,threshold,0.9988317757009346
256,13,896,top_k,1.0
256,13,960,threshold,0.999634929906542
256,13,960,top_k,1.0
256,13,1024,threshold,0.9997809579439252
256,13,1024,top_k,1.0
256,13,1088,threshold,0.9999269859813084
256,13,1088,top_k,1.0
256,13,1152,threshold,0.9998539719626168
256,13,1152,top_k,1.0
256,13,1216,threshold,0.9999269859813084
256,13,1216,top_k,1.0
256,13,1280,threshold,1.0
256,13,1280,top_k,1.0
256,13,1344,threshold,1.0
256,13,1344,top_k,1.0
256,13,1408,threshold,1.0
256,13,1408,top_k,1.0
256,13,1472,threshold,1.0
256,13,1472,top_k,1.0
256,13,1536,threshold,1.0
256,13,1536,top_k,1.0
256,13,1600,threshold,1.0
256,13,1600,top_k,1.0
256,13,1664,threshold,1.0
256,13,1664,top_k,1.0
256,13,1728,threshold,1.0
256,13,1728,top_k,1.0
256,13,1792,threshold,1.0
256,13,1792,top_k,1.0
256,13,1856,threshold,1.0
256,13,1856,top_k,1.0
256,13,1920,threshold,1.0
256,13,1920,top_k,1.0
256,13,1984,threshold,1.0
256,13,1984,top_k,1.0
256,13,2048,threshold,1.0
256,13,2048,top_k,1.0
256,13,2112,threshold,1.0
256,13,2112,top_k,1.0
256,13,2176,threshold,1.0
256,13,2176,top_k,1.0
256,13,2240,threshold,1.0
256,13,2240,top_k,1.0
256,13,2304,threshold,1.0
256,13,2304,top_k,1.0
256,13,2368,threshold,1.0
256,13,2368,top_k,1.0
256,13,2432,threshold,1.0
256,13,2432,top_k,1.0
256,13,2496,threshold,1.0
256,13,2496,top_k,1.0
256,13,2560,threshold,1.0
256,13,2560,top_k,1.0
256,13,2624,threshold,1.0
256,13,2624,top_k,1.0
256,13,2688,threshold,1.0
256,13,2688,top_k,1.0
256,13,2752,threshold,1.0
256,13,2752,top_k,1.0
256,13,2816,threshold,1.0
256,13,2816,top_k,1.0
256,13,2880,threshold,1.0
256,13,2880,top_k,1.0
256,13,2944,threshold,1.0
256,13,2944,top_k,1.0
256,13,3008,threshold,1.0
256,13,3008,top_k,1.0
256,13,3072,threshold,1.0
256,13,3072,top_k,1.0
256,13,3136,threshold,1.0
256,13,3136,top_k,1.0
256,13,3200,threshold,1.0
256,13,3200,top_k,1.0
256,13,3264,threshold,1.0
256,13,3264,top_k,1.0
256,13,3328,threshold,1.0
256,13,3328,top_k,1.0
256,13,3392,threshold,1.0
256,13,3392,top_k,1.0
256,13,3456,threshold,1.0
256,13,3456,top_k,1.0
256,13,3520,threshold,1.0
256,13,3520,top_k,1.0
256,13,3584,threshold,1.0
256,13,3584,top_k,1.0
256,13,3648,threshold,1.0
256,13,3648,top_k,1.0
256,13,3712,threshold,1.0
256,13,3712,top_k,1.0
256,13,3776,threshold,1.0
256,13,3776,top_k,1.0
256,13,3840,threshold,1.0
256,13,3840,top_k,1.0
256,13,3904,threshold,1.0
256,13,3904,top_k,1.0
256,13,3968,threshold,1.0
256,13,3968,top_k,1.0
256,13,4032,threshold,1.0
256,13,4032,top_k,1.0
256,13,4096,threshold,1.0
256,13,4096,top_k,1.0
256,14,64,threshold,0.0
256,14,64,top_k,0.0
256,14,128,threshold,0.0012412383177570093
256,14,128,top_k,0.005549065420560747
256,14,192,threshold,0.042494158878504676
256,14,192,top_k,0.12806658878504673
256,14,256,threshold,0.20144567757009346
256,14,256,top_k,0.4451664719626168
256,14,320,threshold,0.4466997663551402
256,14,320,top_k,0.7384637850467289
256,14,384,threshold,0.6622371495327103
256,14,384,top_k,0.8949328271028038
256,14,448,threshold,0.8009637850467289
256,14,448,top_k,0.9645151869158879
256,14,512,threshold,0.899313668224299
256,14,512,top_k,0.9871495327102804
256,14,576,threshold,0.9413697429906542
256,14,576,top_k,0.9962762850467289
256,14,640,threshold,0.9686039719626168
256,14,640,top_k,0.9982476635514018
256,14,704,threshold,0.9821115654205608
256,14,704,top_k,0.9993428738317757
256,14,768,threshold,0.9924065420560748
256,14,768,top_k,0.9998539719626168
256,14,832,threshold,0.9954001168224299
256,14,832,top_k,0.9998539719626168
256,14,896,threshold,0.9978095794392523
256,14,896,top_k,1.0
256,14,960,threshold,0.9986857476635514
256,14,960,top_k,1.0
256,14,1024,threshold,0.9993428738317757
256,14,1024,top_k,1.0
256,14,1088,threshold,0.9997079439252337
256,14,1088,top_k,1.0
256,14,1152,threshold,0.9997809579439252
256,14,1152,top_k,1.0
256,14,1216,threshold,1.0
256,14,1216,top_k,1.0
256,14,1280,threshold,0.9999269859813084
256,14,1280,top_k,1.0
256,14,1344,threshold,1.0
256,14,1344,top_k,1.0
256,14,1408,threshold,0.9999269859813084
256,14,1408,top_k,1.0
256,14,1472,threshold,1.0
256,14,1472,top_k,1.0
256,14,1536,threshold,1.0
256,14,1536,top_k,1.0
256,14,1600,threshold,1.0
256,14,1600,top_k,1.0
256,14,1664,threshold,1.0
256,14,1664,top_k,1.0
256,14,1728,threshold,1.0
256,14,1728,top_k,1.0
256,14,1792,threshold,1.0
256,14,1792,top_k,1.0
256,14,1856,threshold,1.0
256,14,1856,top_k,1.0
256,14,1920,threshold,1.0
256,14,1920,top_k,1.0
256,14,1984,threshold,1.0
256,14,1984,top_k,1.0
256,14,2048,threshold,1.0
256,14,2048,top_k,1.0
256,14,2112,threshold,1.0
256,14,2112,top_k,1.0
256,14,2176,threshold,1.0
256,14,2176,top_k,1.0
256,14,2240,threshold,1.0
256,14,2240,top_k,1.0
256,14,2304,threshold,1.0
256,14,2304,top_k,1.0
256,14,2368,threshold,1.0
256,14,2368,top_k,1.0
256,14,2432,threshold,1.0
256,14,2432,top_k,1.0
256,14,2496,threshold,1.0
256,14,2496,top_k,1.0
256,14,2560,threshold,1.0
256,14,2560,top_k,1.0
256,14,2624,threshold,1.0
256,14,2624,top_k,1.0
256,14,2688,threshold,1.0
256,14,2688,top_k,1.0
256,14,2752,threshold,1.0
256,14,2752,top_k,1.0
256,14,2816,threshold,1.0
256,14,2816,top_k,1.0
256,14,2880,threshold,1.0
256,14,2880,top_k,1.0
256,14,2944,threshold,1.0
256,14,2944,top_k,1.0
256,14,3008,threshold,1.0
256,14,3008,top_k,1.0
256,14,3072,threshold,1.0
256,14,3072,top_k,1.0
256,14,3136,threshold,1.0
256,14,3136,top_k,1.0
256,14,3200,threshold,1.0
256,14,3200,top_k,1.0
256,14,3264,threshold,1.0
256,14,3264,top_k,1.0
256,14,3328,threshold,1.0
256,14,3328,top_k,1.0
256,14,3392,threshold,1.0
256,14,3392,top_k,1.0
256,14,3456,threshold,1.0
256,14,3456,top_k,1.0
256,14,3520,threshold,1.0
256,14,3520,top_k,1.0
256,14,3584,threshold,1.0
256,14,3584,top_k,1.0
256,14,3648,threshold,1.0
256,14,3648,top_k,1.0
256,14,3712,threshold,1.0
256,14,3712,top_k,1.0
256,14,3776,threshold,1.0
256,14,3776,top_k,1.0
256,14,3840,threshold,1.0
256,14,3840,top_k,1.0
256,14,3904,threshold,1.0
256,14,3904,top_k,1.0
256,14,3968,threshold,1.0
256,14,3968,top_k,1.0
256,14,4032,threshold,1.0
256,14,4032,top_k,1.0
256,14,4096,threshold,1.0
256,14,4096,top_k,1.0
256,15,64,threshold,0.0
256,15,64,top_k,0.0
256,15,128,threshold,0.0004380841121495327
256,15,128,top_k,0.0020443925233644858
256,15,192,threshold,0.02161214953271028
256,15,192,top_k,0.06994742990654206
